accession_id,is_expressed,82bf32b4-0410-4426-9591-33210d995b98,7e17b2bf-91b2-4ea2-acc1-59e1537913ce,84d88e83-f246-45c8-a27c-5f146cb5a4b4,86723871-7176-4e6c-b9b2-dcf4acf99075,d4a3af62-0505-49f6-9f34-168bec5cb0d0,5ec7ec6c-20c8-48af-964c-54125c9313c2,803da4bd-a731-423b-b689-9c876dec117f,6c67482e-8a8a-4a5c-b8be-d573afb35d54,c5b7ba42-889d-4b7a-a810-298ae179e9c2,85fb34fe-c751-4806-87a9-419e9ed39dfc,8c9b3702-7326-45fc-8457-168dd4921afb,8e5ae73e-8a65-4060-874e-9c0ab8311fcb,f3533714-4d93-4e83-9f58-3c9dda0effba,f041b9ca-ace6-4425-a928-1ffbf2737243,38a63af6-4f43-4eea-aff2-a42b4118482a,ef076f15-36a4-4e8a-a624-8cdeb9c4fa2d,64efe402-841b-49bc-a370-02a24880dd19,3f0c486c-70c8-4537-a4cc-1ea2e302706d,42a6d971-d671-4860-835f-15d184d416b0,4ebd02b1-6eb1-4923-ad2f-5f4f107e6622,bf370830-8f1c-4ca5-a838-aba83f5a964f,268512d6-01f2-4afa-bfbc-55698afe6a1f,4be7af1f-00a3-400a-9584-04756550a692,9b71b456-248a-4ec9-8fd3-bc0c1ea2d852,485f5497-8ed6-4c98-a733-710988850a13,3a587350-9c2f-43ea-a607-1eec5356f34b,8790fe0b-8d3a-4f2c-8201-1231da243697,7734be37-d611-4651-83e4-7a9e78daf8a2,cea36b7b-8225-4b98-8371-66ee50eb0641,3ef8d2e0-14fe-438a-bbcd-d0382a4085de,c42db931-0c5e-42bc-9590-2edbe16d7e56,03589e93-5465-4e5b-91aa-be97a386e097,27c8aced-b610-4c85-b7ed-3b111b55ef79,29cea98e-c370-473d-af6d-393e87c1bd31,1c73346e-7c14-4b9e-b43d-4478181e0a4a,c786cbe6-bedd-4ff1-9c19-8026aaabc738,5074a94f-c14e-441f-b006-cd8895a550e5,3f5ad0e5-ab95-4c1e-8dfe-09cab1d1500c,afd9ffe6-e019-4ea3-ab5f-41a57f9db4de,1f7bbed4-631f-4f97-84a7-9f9bd9eba94c,3e75bf39-6c1e-460b-956e-3e999daa919c,f52a43ab-8cf4-4611-a13a-195778748214,80a3007d-3d24-48c8-bdb4-38605dcd408f,15a6e18f-00b4-4369-8588-294605e0e952,5e01bf11-33c4-4d86-a97e-54ef83a86a04,485f30ed-85f1-4402-ad3e-8e1ff3a75a36,ea6c109d-9823-4fa7-987d-78f2ed377312,308d2039-4905-49de-861a-c70f97669068,12c76136-cc83-42c0-886b-4b4ea167a0d7,7c3c4540-a63e-4737-a23d-a9c999c53f39,cd746011-8fd7-473d-84e7-f39ec60b6717,600fc778-f0e3-4362-ad0c-cdb64fc76e7b,af1bb8e0-9d0f-4e54-9ca4-9b311129a412,3b8748ee-d541-4219-ba20-437311ae376a,acad335c-080a-442e-84d8-235fa3116bc6,8ca0e4c1-92ab-4653-87e0-cdcc630d8db6
MIMAT0005824,0,0.504087,0.0,0.0,0.309905,0.0,0.945214,0.0,0.0,0.693406,0.0,0.22897,0.0,0.888202,0.50889,1.348183,0.0,0.0,0.0,0.993622,0.465242,0.0,0.0,0.0,0.36482,0.624998,0.632263,0.741182,0.0,0.0,0.0,0.0,0.0,0.776701,0.0,0.462149,0.0,0.0,0.39033,0.704452,0.0,0.0,0.0,0.287625,0.347271,0.385534,0.248718,0.472148,0.0,0.0,0.559674,0.0,1.612017,0.70602,0.0,0.0,0.459206
MIMAT0005825,0,4.2847360000000005,5.083415,4.193679,3.718857,12.077381,4.253463,6.864602,9.897736,6.240653,12.474085,2.2897,2.052027,6.661512,16.284481,1.348182,6.226069,0.541832,7.68627,3.477675,11.63105,3.163091,3.011592,5.169749,4.377839,2.187496,0.948394,0.494121,4.344266,10.300245,4.200149,3.455971,6.039436,3.624604,2.276836,3.697192,4.381702,7.189477999999999,7.02594,0.0,2.812696,2.494243,3.072157,2.300997,3.81998,1.156602,3.979482,2.36074,1.666328,13.931906,2.798369,0.597857,14.508142,1.412039,51.052837,11.971016,1.377619
MIMAT0005874,0,0.252043,0.282412,0.0,0.61981,0.0,0.0,0.0,0.395909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.541832,0.0,0.0,0.0,0.0,0.0,0.369268,0.0,0.312499,0.632263,0.247061,0.0,0.686683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39033,0.0,0.0,0.623561,0.307216,0.0,0.347271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.176548,0.459206
MIMAT0005878,1,27.724765,42.079376,43.843013,35.019226,32.324753,27.883813,20.593805,39.986855000000006,19.415362,31.752213,30.453012,17.002506,35.972165,30.024513,28.985919,43.236588,22.215131,13.835284,24.840537,40.941296,33.607849,21.941599,29.172155,37.941263,39.374927,20.548531,26.682551,35.995344,37.767566,51.601848,34.991709,14.235815,20.194222,21.629942,36.047627,25.121761,19.909325,23.810128,20.076863,22.853157,37.725423,30.72157,39.116957,25.69805,13.49368,29.597389,20.774521,56.655147,25.461759,17.909563,27.501418,44.599103,28.24079,53.605479,19.044799,25.715558
MIMAT0005881,0,0.504086,0.847236,0.0,2.789143,0.0,0.945214,0.429038,0.395909,1.386812,0.0,1.6027900000000002,0.0,0.888202,1.5266699999999995,0.0,0.691785,0.541832,0.256209,0.496811,0.465242,0.790772,0.0,0.738536,0.0,0.624998,0.316131,0.247061,0.0,0.0,0.0,1.295988,0.0,1.294501,0.0,0.462149,0.584226,0.0,1.17099,0.352226,0.351587,0.0,1.228863,1.1505,1.389084,0.385534,0.746154,0.472148,0.0,0.960822,0.0,1.793571,0.0,2.11806,0.0,1.088274,1.377619
MIMAT0005882,0,0.252043,0.0,0.0,0.0,0.0,0.472607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.348183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.312499,0.0,0.741182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39033,0.0,0.351587,0.31178,0.307216,0.0,0.0,0.771068,0.0,0.472148,0.0,0.0,0.0,0.0,0.0,0.0,0.850881,0.0,0.0
MIMAT0005884,0,0.504087,0.0,0.0,0.0,0.355217,0.472607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56223,1.011137,0.0,0.541832,0.256209,0.0,0.0,0.790772,0.0,0.0,0.36482,0.312499,0.948394,0.247061,0.0,0.0,1.200043,0.0,0.431388,0.0,0.0,0.462149,0.0,0.0,0.0,0.704451,0.351587,0.93534,0.0,0.287625,0.347271,0.0,0.248718,0.0,0.0,0.0,0.0,0.0,3.224032,0.0,0.0,0.0,0.459206
MIMAT0005885,0,1.764302,3.106532,0.381244,3.718856,4.262605,0.472607,4.290376999999999,1.979547,4.853840999999999,3.024023,10.761591,3.224613,0.444101,1.01778,0.337046,6.917853,2.16733,2.818299,3.974486,4.187178,0.790773,0.860454,5.169748,2.553739,0.624998,0.0,1.235303,4.344266,0.0,0.0,2.159981,3.019718,5.178006,2.276836,3.697192,8.179176,2.212148,4.29363,3.522257,0.351587,4.364924,5.222667,4.026745,5.903606,11.180478,2.735894,0.944296,1.110886,1.921642,5.037065,5.97857,0.0,0.0,3.403523,5.985507999999999,0.918412
MIMAT0005892,0,0.252043,0.0,0.0,0.309905,0.355217,0.0,0.0,0.0,0.0,0.378003,0.0,0.293147,0.444101,0.50889,0.0,0.0,0.0,0.0,0.0,0.465242,0.395386,0.860455,0.738536,0.0,0.312499,0.632262,0.0,0.0,0.0,0.0,0.0,0.431388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31178,0.0,0.287625,0.694542,0.0,0.497435,0.472148,0.0,0.960821,0.0,0.0,0.0,0.0,0.0,0.0,0.459206
MIMAT0005893,0,0.252043,0.0,0.0,0.0,0.0,0.0,0.0,0.395909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256209,0.0,0.0,0.0,0.0,0.0,0.0,0.312499,0.0,0.741182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.352226,0.0,0.0,0.0,0.287625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.459206
MIMAT0005899,1,14.114425,7.34271,8.387359,7.747618,8.525209,16.541245,12.442091,10.689554,30.509855,15.876107,10.303651,12.019013,24.425544,9.668911,14.155914,9.339102,13.545811,16.141165,22.356483,10.235324,24.118574,7.313866,7.385355000000001,9.850136,20.624961,7.271018999999999,12.105973,6.516398,8.240196,0.600021,6.479946,9.059155,6.731408,21.629942,7.394385,6.718610000000001,14.378957,11.709899,21.13354,19.337286,13.094775,3.993804,6.327743,20.141715,6.939607,19.648687,24.551706000000003,33.881999,8.647391,7.27576,5.97857,16.120159,7.0601970000000005,146.351467,8.162057,22.501113
MIMAT0005901,0,2.016346,4.518592,1.524974,3.408952,2.841736,1.890428,0.858076,1.187728,2.773623,1.890014,2.06073,4.983493,2.6646050000000003,8.65113,3.370457,4.150711,3.250993,1.024836,3.477675,3.256694,9.88466,3.011592,2.215607,8.026037,4.99999,4.425838,4.200032,4.964874,4.806781,0.600021,3.455969,4.745271,3.106803,6.830508,6.932236,2.62902,2.765184,5.46462,4.226708,1.406348,2.494243,2.457726,3.451496,13.543567,6.168539,4.228199,3.305037,8.887082,1.921643,1.119348,1.195714,2.686693,8.472237,6.8070450000000005,0.0,5.969682
MIMAT0005905,0,0.504086,0.0,0.381244,0.61981,0.355217,0.0,0.858076,0.791818,1.386812,0.0,0.0,0.586293,1.332303,0.0,0.337046,0.691785,0.0,0.0,0.0,0.465242,0.0,0.0,0.0,0.0,0.624998,0.0,0.247061,0.310305,2.746732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.761129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.559674,0.597857,0.537339,0.0,0.850881,1.088274,0.0
MIMAT0005909,0,8.065385,1.41206,3.4311930000000004,4.02876,3.196953,2.363035,4.290376,2.375455,1.386812,0.0,1.37382,5.862934,5.773312000000001,3.0533399999999995,6.740913,6.917853,1.083664,6.1490160000000005,0.993622,3.721936,5.930795,2.581363,8.493161,8.026038,4.062492,2.529049,5.435335,3.413354,0.686683,33.00118,4.319963,13.804423,5.695806,9.107344,3.235043,2.044792,2.765184,1.95165,0.0,2.109522,2.1824630000000003,1.843294,16.682234,3.819981,0.385534,9.948708,5.665777,2.777214,19.696833,3.3580430000000003,2.989285,4.29871,18.356513,0.850881,3.80896,1.377619
MIMAT0005914,0,1.764302,1.976884,0.762488,1.859428,3.55217,0.945214,1.287114,4.355004,4.160436,1.51201,4.80837,2.931467,2.664606,3.05334,0.0,2.075356,2.709161,2.049672,2.484055,1.860968,0.395386,0.860454,3.323411,0.72964,1.249997,0.632262,1.729425,2.172134,0.0,1.8000630000000002,6.047949,1.725553,3.106804,0.0,1.848596,0.292113,1.106074,1.95165,0.352226,1.757935,0.62356,3.379374,2.588623,3.125439,0.771067,1.243589,1.888592,2.221772,3.362875,1.679022,2.391428,2.149356,1.412039,4.254403,4.353096,0.918412
MIMAT0005919,0,0.504086,0.564824,0.0,0.0,0.0,0.945214,0.0,0.791819,0.0,1.134008,0.22897,0.293147,0.0,0.50889,1.011137,0.0,0.0,0.0,0.496811,0.465242,0.0,0.0,1.107804,0.0,0.312499,0.316131,0.494122,0.0,0.0,0.0,0.431996,0.431388,0.0,1.138418,0.924298,0.0,0.0,0.0,0.704452,0.351587,0.31178,0.0,0.287625,0.0,0.0,0.7461530000000001,0.472148,0.0,0.480411,0.559674,0.0,0.537339,0.0,0.0,0.0,1.377619
MIMAT0005920,1,9.07356,3.388943,2.287463,8.057521,9.946078,5.671284,10.296904,11.877282,10.401087,8.316057,10.074681,8.501253,7.549714,8.651131,7.0779570000000005,9.339103,5.418324,7.173852,7.45216,9.770082,8.698502999999999,11.185912,4.431213,9.850136,10.62498,7.903281,7.905940999999999,12.722493,41.200981,9.600344,11.663903,12.510261,5.695806,7.968926,8.780833,12.560878,2.212147,8.97759,11.623447,11.953959,7.482728,6.1443140000000005,9.491616,7.987232,4.626404,7.212809,12.275853,5.554427,4.323695000000001,12.872498,11.359282,9.134757,10.590295,4.254403,14.147566,11.48016
MIMAT0005923,0,2.26839,1.129648,17.155961,0.0,0.0,0.0,0.0,0.0,0.693406,0.0,0.22897,1.172587,0.888202,5.0889,0.674091,2.4212490000000004,0.0,3.074508,3.477675,0.0,0.0,1.2906810000000002,0.0,0.0,0.624998,0.0,1.235304,0.0,0.0,0.0,0.0,0.0,0.2589,0.0,0.0,1.168453,0.553037,3.51297,0.0,1.054761,0.31178,3.072157,0.287625,0.0,0.0,0.7461530000000001,0.0,6.109869,0.960822,0.0,0.0,0.0,0.0,4.254403,0.0,0.0
MIMAT0005924,0,1.764302,0.282412,1.143731,3.718856,0.0,2.363035,0.858076,2.375457,0.0,0.378003,1.83176,1.172587,2.220504,1.01778,2.696364,0.345893,2.709162,0.7686270000000001,1.490432,1.860968,2.767704,0.860455,2.215607,2.188919,2.499995,4.741969,0.741183,1.551523,0.0,1.200042,0.863992,0.0,1.035601,1.138418,0.924298,0.87634,0.553037,1.95165,1.408903,1.406348,0.623561,0.921647,1.725749,2.4308970000000003,1.156601,0.99487,2.360741,4.998983,0.480411,0.559674,1.793571,4.298709000000001,1.41204,1.701762,2.176548,0.918412
MIMAT0005942,0,0.252043,0.282412,0.0,0.929714,0.355217,0.472607,0.429038,0.0,0.0,0.0,0.0,0.586294,0.0,0.50889,0.337046,0.345893,0.0,0.256209,0.0,0.465242,0.0,0.430227,1.107803,0.72964,0.312499,0.0,0.494122,0.310305,0.686683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39033,0.352226,0.351587,0.31178,0.307216,0.0,0.347271,0.385534,0.0,0.472148,0.0,0.0,0.559674,0.0,1.074678,1.41204,0.0,0.544137,0.0
MIMAT0005943,0,0.252043,0.0,0.381244,0.0,0.0,0.0,0.0,0.0,0.693406,0.378003,0.22897,0.0,0.0,0.0,0.0,0.345893,1.083664,0.0,0.0,0.465242,0.0,0.430227,0.369268,0.36482,0.0,0.316131,0.0,0.0,0.686683,0.0,0.0,0.431388,0.0,1.138418,0.0,0.0,0.0,0.0,0.352226,0.703174,0.0,0.307216,0.0,0.0,0.0,0.0,0.0,0.555443,0.480411,0.0,0.597857,0.0,0.0,0.0,0.0,0.0
MIMAT0005948,1,5.292909,3.671356,4.574925,10.846664,11.011728,7.089105,2.145188,7.522279,3.46703,13.608093,8.47189,7.328667,4.441008,11.70447,6.740913,9.339104,14.629474,5.12418,3.477675,8.374356,5.930796,9.034775,10.339498,4.742659,7.187486,8.219414,8.153001,6.516398000000001,1.373366,8.400299,5.183958,10.784709,4.919104,3.415254,6.932235,4.089587,9.954664,5.85495,9.510093,4.922218,7.482728,13.517491,4.88962,9.376315,6.554073,2.735893,5.665778,6.109869,4.323695,4.477391,17.337851,9.134758,7.060198,3.403522,10.882742,11.939367
MIMAT0005949,1,35.03402,25.981898,27.830783,115.594435,19.181721,43.95245,48.052214000000006,33.652303,44.377971,44.226297,75.560106,30.194105,23.981444000000003,31.042293,50.21979,27.671415,61.768897,21.265344,55.642801,25.58831,47.446375,53.778429,37.665313,47.42658,54.062397,48.368084,26.435493,37.546867,28.840686,45.00161,17.711851,18.549697,41.424045,45.536719,48.063503,36.222071,23.227547,24.981118,117.995597,46.409488,37.725423,34.408159000000005,103.257264,55.910621,84.046347,26.364061,42.493338,72.76298499999999,15.373139,44.214232,95.657109,23.105559,33.182928,35.736986,33.736502,85.412389
MIMAT0005950,0,1.008172,1.976884,0.762487,0.929715,0.710434,0.0,0.429038,0.0,2.080218,0.0,0.22897,0.293147,1.332303,4.07112,0.674092,1.037678,0.541832,0.256209,0.993621,0.930484,1.186159,0.430227,0.738536,0.72964,0.937497,0.0,0.494122,0.310305,0.0,0.600021,1.295988,0.431388,0.2589,1.138418,0.0,0.8763400000000001,1.106074,0.78066,0.352226,0.351587,1.247121,0.307216,0.0,0.694542,0.0,0.0,2.36074,2.777213,1.441233,0.0,0.597857,4.29871,1.41204,4.254404,1.6324109999999998,1.836824
MIMAT0005951,1,637.417544,255.865201,745.331196,361.658722,363.742282,901.734137,622.5335689999999,576.444177,803.657299,242.29962,146.082872,302.527335,740.31605,824.401887,953.838917,272.909338,277.960044,214.190698,1020.449227,502.461362,681.6462769999999,294.275566,217.129446,834.3429729999999,593.123885,460.9193790000001,236.68411,390.363303,966.849691,187.2067,311.469418,282.55935700000003,298.253123,500.90390300000007,266.660011,463.584106,365.004275,295.870114,753.410691,474.290901,498.536812,125.344006,281.296945,271.565874,126.455051,538.224781,510.864365,1241.414245,209.458996,378.899179,316.266313,926.90906,305.706547,960.644218,497.341346,523.495294
MIMAT0006764,0,0.252043,0.282412,0.0,1.859428,1.065651,0.472607,0.858076,0.395909,0.0,3.024022,1.37382,0.0,0.888202,0.0,0.0,0.691785,1.083664,0.256209,0.993622,0.0,1.976931,1.2906810000000002,0.738536,0.0,0.624998,0.316131,0.741183,0.310305,0.0,0.0,0.431996,0.862776,0.0,0.0,0.0,1.460566,1.106074,0.78066,1.761129,0.351587,0.0,0.614431,0.57525,1.736355,1.156601,0.7461530000000001,1.416444,0.555443,0.480411,0.559674,2.989285,0.0,1.41204,0.0,0.0,0.459206
MIMAT0006789,1,7.057212000000001,14.403008,9.149846,13.635805,11.011729,15.596031,10.725941,8.710007,16.641739,14.364096,14.883051,16.123067,17.319932,11.195581,8.42614,21.445348,12.462146,7.173851,19.375618,9.770082,7.512342,9.895231,16.61705,13.498335,13.124975,3.477444,4.447093,16.135844,1.373366,3.000107,13.391888,7.76499,19.676421,11.38418,21.258857,9.639744,13.82592,15.222869,15.850156,14.415068,11.224093000000002,19.96902,14.668859,23.267153,14.264747,12.187161,11.331556,12.77518,20.657654,24.625649,13.750709,11.821449,6.354177999999999,28.929941,14.691702,8.265716
MIMAT0006790,1,183.235489,55.917561000000006,73.96125500000001,182.533837,145.283782,36.390738,20.164767,30.089118,161.563548,134.5689,103.494449,15.536772,59.95361,102.2869,129.425492,22.137132,27.633454,25.108479,159.973053,82.813076,234.859564,51.197064,75.69989199999999,86.097483,339.686862,251.640485,36.317916,35.064431,54.934641000000006,4.20015,32.399731,50.472435,89.320595,59.197734,37.896224,48.490838,34.841317,242.004579,259.942538,22.853157,42.40213,73.731768,39.979832,27.781675,16.192415,24.623038,195.46936,272.722324,13.931906,29.103039000000003,181.150648,195.05390700000004,77.66217,323.334635,18.500662,115.720011
MIMAT0007400,0,0.504087,0.0,0.762487,0.309905,0.0,0.0,0.429038,0.0,0.0,0.0,0.0,0.0,1.776404,0.0,0.337046,0.691786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36482,0.0,0.0,0.0,0.310305,1.373366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.347271,0.0,0.0,0.0,0.0,0.0,0.559674,0.0,0.0,0.0,2.552642,0.0,0.0
MIMAT0009196,0,1.260217,0.564824,1.906218,2.479238,0.355217,0.0,0.0,0.395909,2.080218,1.134008,0.45794,0.293147,1.332302,3.05334,1.348183,0.691785,1.625497,0.512418,0.993622,0.0,0.395386,0.430227,1.477071,1.459279,1.874996,1.264525,0.247061,1.551524,2.746732,0.600021,2.159981,0.431388,0.776701,0.0,1.386447,0.584226,1.659111,0.39033,1.408903,1.406348,0.31178,1.228863,0.57525,0.694542,1.156601,0.248718,1.888593,5.554425999999999,0.0,0.0,1.195714,2.686693,0.70602,1.701761,0.544137,1.377619
MIMAT0009197,0,1.008173,1.41206,0.0,4.338666,0.710434,2.363035,2.145189,3.563183,2.080218,4.15803,8.47189,3.224615,0.444101,0.0,0.0,1.729464,2.70916,1.2810450000000002,0.0,2.791452,0.790773,2.151136,1.107804,1.8241,0.312499,0.0,0.741182,2.4824390000000003,1.373366,3.600127,3.45597,1.725552,3.106803,6.830508,2.772894,1.460566,1.659111,4.29363,1.408903,1.7579349999999998,0.31178,2.150512,3.163872,3.125439,6.939608,0.994871,0.0,0.0,1.441233,1.679022,4.184999,0.0,4.942139,1.701762,1.6324109999999998,3.214443
MIMAT0009198,0,8.065386,2.824119,4.956167,4.6485710000000005,1.065651,7.561712,3.003265,0.395909,9.707682,0.0,3.89249,0.293147,2.664605,11.195581,20.896828,2.421249,2.167329,1.024836,15.897943,5.117662,9.489273,4.732501,2.584875,8.755677,20.93746,13.593644,7.905940999999999,4.344265,1.373366,1.8000630000000002,3.023974,8.196378,5.178006,14.799434,3.697192,2.921133,3.318221,0.78066,17.611283999999998,3.51587,3.741364,1.536079,6.040119,6.94542,0.385534,1.741023,11.803704,49.989838,2.402053,1.679021,5.380713,16.657498,7.766217,1.701762,1.632411,13.776191
MIMAT0009199,0,1.008172,0.282412,1.524975,0.309905,0.710434,2.835642,0.429038,0.395909,0.693406,0.378003,0.68691,0.293147,0.444101,3.0533399999999995,2.696366,0.691785,1.083664,0.0,0.993622,1.860968,1.186158,1.290682,0.369268,0.36482,2.187495,0.316131,0.494122,1.241219,0.686683,1.200042,0.431996,0.431388,0.5178,2.276836,0.924298,0.292113,0.0,0.0,2.46558,0.703174,0.31178,0.614432,0.57525,0.694542,0.771067,0.994871,1.416444,4.998984,0.960822,0.559674,0.597857,2.686694,0.0,0.0,0.544137,3.673651
MIMAT0009451,1,9.325603,5.365826,12.962282,4.338665000000001,4.262604,7.089105,12.871128,5.542731,8.32087,4.158029,4.35043,8.501252,18.208134,24.935611,11.45955,4.1507130000000005,3.792826,1.793463,5.961729,4.65242,11.070819,3.011591,2.954143,5.107479,6.562486,7.587151,5.188274,2.792743,10.300245,1.800064,8.639928,3.451107,3.624604,7.968925999999999,5.545788,7.59495,6.636441,5.07429,2.465581,3.164283,5.923827,5.837097,4.314371,4.861794000000001,5.783007,5.969223,2.832889,8.887083,5.764927,6.156413000000001,9.565711,15.045483,11.296316,28.07906,5.985508,5.969683
MIMAT0010195,1,16.382816000000002,18.356775,17.918448,19.833898,6.749124,11.815175,3.861338,9.897736,20.802174,10.206069,12.135411,4.690346,15.099427,11.195581,9.437276,5.880177,4.876491,1.793463,9.439404,13.95726,9.093888,9.895231,9.97023,20.429912,13.437475,18.651744,8.400063,8.998836,6.180147,1.200042,14.687878,8.627767,20.194221,7.968926,14.326621,5.258042,8.295551,33.568377,11.623448,5.273805,14.653677,15.05357,8.053491000000001,14.93265,5.783005,7.710244,8.02652,28.883017,5.764927,2.238696,14.946423,16.657496,11.296316,33.184344,2.720685,18.368255
MIMAT0010214,0,2.772476,1.976884,1.524975,5.268379,0.710434,1.890428,1.71615,1.583638,3.467029,1.134008,6.8691,3.224613,0.444101,3.05334,2.696365,1.037678,2.709162,0.768627,2.484054,2.32621,4.744638,0.860455,4.800482,2.918559,2.812494,1.896788,1.976486,1.861828,0.686683,4.20015,1.727985,1.294165,2.847903,2.276836,1.848596,2.336907,2.212147,4.29363,5.635611000000001,0.0,1.870682,7.065961,2.300998,6.598148,3.469803,3.233328,6.137926,3.888098,1.921643,1.119348,4.184999,5.373386,2.824079,5.105284,3.264822,3.214444
MIMAT0011156,0,0.75613,0.0,0.0,0.309905,0.0,0.0,0.0,0.0,0.0,0.378003,0.22897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.395386,0.0,0.369268,0.36482,0.312499,0.0,0.247061,0.0,0.686683,0.0,0.0,0.0,0.0,0.0,0.462149,0.0,0.0,0.0,0.704452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.555443,0.480411,0.0,0.0,0.0,0.0,1.701761,0.0,0.459206
MIMAT0011159,0,0.504086,1.41206,0.0,0.309905,2.486519,0.945214,4.290376999999999,2.375456,1.386812,1.5120109999999998,0.45794,1.75888,0.0,0.50889,0.0,0.691786,0.0,1.2810450000000002,1.490433,0.465242,0.0,0.0,0.738536,0.0,1.562497,0.316131,0.0,0.930914,2.060049,0.600021,0.431996,0.0,0.5178,3.415254,0.462149,0.0,0.553037,0.0,0.0,0.351587,0.0,0.614431,0.57525,0.347271,0.0,0.248718,0.0,0.0,0.480411,1.679022,0.0,0.0,0.70602,2.552642,9.250331,0.0
MIMAT0011160,0,0.504087,0.0,0.381244,0.0,0.355217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.345893,0.0,0.0,0.0,0.0,0.0,0.0,0.738536,0.0,0.0,0.0,0.247061,0.310305,0.0,0.0,0.0,0.0,0.2589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62356,0.307216,0.57525,0.0,0.385534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0011161,0,0.252043,0.282412,0.0,0.0,0.0,0.472607,1.716151,0.0,2.080218,0.756006,0.45794,0.87944,0.444101,0.50889,0.0,0.691785,0.0,0.0,0.496811,0.465242,0.790772,0.0,0.738536,0.36482,0.624998,0.632262,0.494121,0.0,0.0,0.0,0.0,0.0,0.2589,1.138418,0.924298,0.292113,0.553037,0.78066,1.056678,0.0,0.62356,1.228863,0.0,0.694542,0.0,0.497436,0.472148,0.555443,0.0,0.0,2.391428,0.0,0.0,2.552642,1.088274,0.459206
MIMAT0011163,0,0.252043,0.0,0.0,0.0,0.355217,0.0,0.0,0.395909,0.0,0.0,0.45794,0.0,0.0,0.0,0.674092,0.0,0.0,0.0,0.0,0.0,0.0,0.430227,0.0,0.36482,0.312499,0.0,0.247061,0.620609,0.0,0.0,0.431996,0.862777,0.5178,0.0,0.0,0.584226,0.0,0.0,0.704452,0.351587,0.31178,0.0,0.287625,0.347271,0.0,0.0,0.472148,0.0,0.480411,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0014979,0,0.504087,0.0,0.0,0.0,0.355217,0.0,0.429038,0.0,1.386812,1.512011,0.0,0.0,0.444101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.369268,0.0,0.0,0.0,0.0,0.310305,0.0,0.600021,0.0,0.862776,0.0,0.0,0.0,0.0,0.553037,0.39033,0.0,0.0,0.62356,0.0,0.0,0.347271,0.0,0.0,0.0,0.0,0.0,0.559674,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0014988,0,0.252043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.632262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.347271,0.0,0.0,0.0,0.0,0.480411,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0014990,0,3.528606,3.671356,4.574923,3.0990460000000004,5.683473,5.671284,5.148452,8.710007000000001,6.240652000000001,9.450064,1.37382,4.983493,7.993815000000001,3.56223,2.022273,7.955532,4.334659,2.049672,2.980864,5.117662,4.34925,2.581364,5.169749,2.918559,6.562488,4.425838,1.235304,2.172133,10.300245,6.600234,6.04795,1.294164,4.660205,2.276836,1.386447,7.010722,4.424294,3.9033,2.817805,5.273805,2.494242,6.451529,5.464869,4.5145230000000005,2.313202,4.725634,3.3050360000000003,3.888098,4.804105,1.679022,2.391428,0.537339,2.118059,10.210567,9.794469,2.7552380000000003
