file_id,case_id,tissue_type,sample_type,experimental_strategy,data_type,data_format
b5f2a171-35a3-4b7f-9221-199c589f3147,271e8024-a008-4bf0-9f6e-177f60096b1b,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
c9304075-c938-436b-a617-8e0d08b06f29,0f7ab21b-1fd0-45e0-9a47-17c4691eb84f,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
064215bd-9ec9-4a16-8ea2-9c6604156398,0f7ab21b-1fd0-45e0-9a47-17c4691eb84f,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
a3870ea2-d450-44c3-b3e3-f26acd52cdb2,29fdc464-f216-4828-b456-829f71436e27,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
3a0c96d3-4cea-44a3-99e5-71622279700f,29fdc464-f216-4828-b456-829f71436e27,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
e2a43c17-8973-49bc-a1f3-30afa26ef5f1,b804f7ae-da8f-4414-be11-f880f1859160,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
41a30b1b-9f16-4a48-a237-2e0a3b95d864,b804f7ae-da8f-4414-be11-f880f1859160,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
a3039f53-9e11-4b53-b65e-ea5e14914ef0,dc696e3c-f448-468f-a576-f4429be0338a,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
2afb9195-37c8-4e8c-9b39-53a2eefa6d31,dc696e3c-f448-468f-a576-f4429be0338a,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
ec88c66b-3789-49a6-8479-5b2524858938,51ccbf1b-7cae-44ba-991a-11eda8b8c404,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
70c9af7f-8a58-434f-8f45-098ef0450319,51ccbf1b-7cae-44ba-991a-11eda8b8c404,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
e83786fa-9cf0-404a-a326-7f5be3b22086,b5fba77b-1f50-4e71-95b2-566afba4bdd7,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
b2f5c7b1-96c1-4928-83e9-4f67ace3158e,b5fba77b-1f50-4e71-95b2-566afba4bdd7,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
8b18c127-13dc-4ca5-b3e8-38ccbd21b010,ba39bfbc-5cac-4f6c-b55c-4eee3466ee93,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
683e004b-7992-4250-a94b-c355c45725d2,ba39bfbc-5cac-4f6c-b55c-4eee3466ee93,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
c64a0adb-56a8-4966-9dd9-1acd789c1bb3,316625b8-a217-4829-90d1-dfd9cb7e4bc3,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
c1e1d097-8593-4f45-9c88-cfa4c905d8b5,316625b8-a217-4829-90d1-dfd9cb7e4bc3,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
e09d0370-46e4-41ea-9fa4-7f0a39195507,baf5e81f-2322-41ec-9053-b9559a7993bc,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
2ff175d2-100f-4ce8-8d1e-b3b95b41ae56,baf5e81f-2322-41ec-9053-b9559a7993bc,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
242669ce-6888-44b0-aae7-2bad4cccac4c,7b605fb6-d077-401e-b870-b87ddf505f82,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
da333184-1ddd-4cd7-9c0d-e4526a03a1c9,7b605fb6-d077-401e-b870-b87ddf505f82,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
e275259d-aa1d-45ab-937c-6263a61a6cc8,65cde5d5-1efc-4e30-b1bd-a93598794f2c,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
9684fb22-becb-44dc-8d84-4c8540507c8c,65cde5d5-1efc-4e30-b1bd-a93598794f2c,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
aa2ab118-b3cc-4452-a29c-104f80f16f8d,be9bf36a-12e1-4386-addf-1686dc8b49de,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
d4976851-cef0-47d5-9ea6-8c72ece9ed7a,be9bf36a-12e1-4386-addf-1686dc8b49de,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
a5400877-bf80-4332-a111-8ef646135782,71229981-97c2-4ae1-a130-fe5de336b37d,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
befa225f-9fe9-412f-a503-449874cf52d8,71229981-97c2-4ae1-a130-fe5de336b37d,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
1f5bbb4e-9b0e-4953-a360-83fd7b6a2267,71f97b63-c970-44ee-98c2-e02e663d5a40,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
499cf32f-6122-4773-affe-92d1a26786ab,71f97b63-c970-44ee-98c2-e02e663d5a40,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
397f6746-6dad-4181-89b7-63881d417277,76ace6aa-0505-442c-978a-f889cf2d44bb,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
363736c4-cc2d-4920-a10b-bd0de899cdb1,76ace6aa-0505-442c-978a-f889cf2d44bb,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
6d488c27-ae90-41d4-8ddb-01a8eb731f0e,72cd1b17-d349-4551-83f7-3062ce9db865,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
200161b3-4821-4d1c-857d-a8ffbbba0b62,72cd1b17-d349-4551-83f7-3062ce9db865,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
c0e523de-6df0-433a-a174-8312b795d590,784de7ac-8424-42eb-83d4-a1bebaa42b97,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
e38111a3-54f9-4229-8803-fc74e0c12c55,784de7ac-8424-42eb-83d4-a1bebaa42b97,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
0427af63-b665-4c57-874b-65222c200bfe,78582fbc-dcc7-48ae-9f95-5271c9bc5b72,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
dedc6b67-b1a6-47c5-8f3b-365b4aa7d4bb,78582fbc-dcc7-48ae-9f95-5271c9bc5b72,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
fa288f78-75ff-4f7a-aa86-3e99857e47e8,7861a5f2-8910-4bcb-9c34-f79c5acd6e21,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
27aab1a6-96af-4dc1-b9ce-4690ead0d355,7861a5f2-8910-4bcb-9c34-f79c5acd6e21,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
69040223-f00b-487d-832c-18f9a7b6cd58,73ccc949-01b7-48d3-a7c4-c4bcd261672a,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
2a3dc057-3c00-405e-a18f-23e8c43494d4,73ccc949-01b7-48d3-a7c4-c4bcd261672a,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
92fc6274-1d0f-4e1c-a124-9e5135753d99,7455d832-ad66-40df-85d7-3a7051c4498d,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
49f51142-960c-43a1-b738-4996fcf4bf2d,7455d832-ad66-40df-85d7-3a7051c4498d,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
c0e35d10-7d8e-4968-8213-f81c8fc5632a,752ad011-79e0-494f-9868-98bf6feb28f8,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
0648c6fc-df6d-450a-a5a0-e5655febbdf1,752ad011-79e0-494f-9868-98bf6feb28f8,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
dfc8d02e-6bb3-43b8-8076-25930dcd932b,7c2a8440-0206-4039-8474-8d62f6c7de0c,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
d5120825-ab1f-446c-af1e-3be57846a15b,7c2a8440-0206-4039-8474-8d62f6c7de0c,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
0caa1750-ec80-484f-9097-1e90fbfa41c2,996bd3f0-d767-4eff-9c82-99fcb5a3006a,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
966f9637-a03c-41a8-9958-ea22ca86fed8,996bd3f0-d767-4eff-9c82-99fcb5a3006a,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
64bfe46f-8152-4c70-b69d-ea412a4dfcff,99e32c59-aa73-43fa-88c9-399ddadb2c72,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
5221cacc-3d04-4a17-8822-6fd9b4bfb2a4,99e32c59-aa73-43fa-88c9-399ddadb2c72,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
cdfe79d9-a0bd-4700-937f-07bd0ee51d73,9b13927c-7357-44fd-8385-92ae6a656b7d,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
1bdfaf91-88ec-4f4c-a14b-4a51a452bb28,9b13927c-7357-44fd-8385-92ae6a656b7d,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
ea5d0124-14b8-492f-aecb-5aa464e182e1,43029932-feb0-4658-97fa-645c1e775009,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
f69ca0e5-201f-4066-81a5-c5b9c8a5012c,43029932-feb0-4658-97fa-645c1e775009,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
85df6b0d-d432-4215-aabd-39cdff61d3c2,9d166970-07c8-4ca3-9cfa-ed0049df9ecc,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
f8b403a1-37cf-4acb-b5d7-b3437fafa7f8,9d166970-07c8-4ca3-9cfa-ed0049df9ecc,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
ba7c2cbf-9951-46a7-b0df-79238aeac9ce,43d5632e-7272-4aad-9496-7f5a99671223,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
6bd03014-d3b8-4cac-929b-af970321ae1f,43d5632e-7272-4aad-9496-7f5a99671223,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
73a1ad6d-17fa-4f62-9275-8c6a5c0c1f2d,9d95a65b-e41d-4f93-92d4-99dce29ff40d,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
04e03ae1-b2f3-446d-862d-172fea6320de,9d95a65b-e41d-4f93-92d4-99dce29ff40d,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
cd9fd232-1d69-4ef0-911d-28130243994f,44bec761-b603-49c0-8634-f6bfe0319bb1,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
fb84de32-ed6d-4eeb-890c-05235a3aa853,44bec761-b603-49c0-8634-f6bfe0319bb1,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
f0e5c4ca-1d9b-4fb7-92fa-3e36f625038a,4510295e-8aa7-4ef1-b2b7-91cc902f8200,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
c84958db-e7a3-4cd5-9b5e-a5435a86021d,4510295e-8aa7-4ef1-b2b7-91cc902f8200,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
6b5a0fb4-95bd-4d90-89e3-d717493d7e6d,451e1a67-47e6-4738-99d7-fb7771ef61a3,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
8256e097-4476-4906-a5c5-c9da288a363a,451e1a67-47e6-4738-99d7-fb7771ef61a3,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
f4d19d86-3b42-47fb-a052-85118a3e9718,665dd3d3-779c-4abd-b5d7-13342340451d,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
97dd05b6-58a9-43ab-9e03-faa105d2a700,665dd3d3-779c-4abd-b5d7-13342340451d,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
8c105b54-7d1e-42ba-ba2c-259d2f7e9278,59be60a3-e0f6-4d63-b98c-574ef92428c4,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
309dcac2-7efa-467c-9dc7-222c130b0fec,59be60a3-e0f6-4d63-b98c-574ef92428c4,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
fd371070-c312-4eca-b3da-d41b1c8a86a7,5a17dcd9-5ced-4a69-8069-23c7fd0649d1,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
98c6443e-64f7-438c-bbe1-bea65458e98b,5a17dcd9-5ced-4a69-8069-23c7fd0649d1,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
9bb406c8-2b8e-410e-8bca-02a778312056,6956473b-92e5-4069-a26b-b48e280e76f2,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
e9d4139d-0b14-49ef-ab6c-297c5efd71d5,6956473b-92e5-4069-a26b-b48e280e76f2,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
419dce6e-53aa-43b2-9f8b-1c8512b9b851,5b9a5cd2-5ec8-48a0-b9f2-da9bede0b089,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
9054231e-9b1f-4ee4-b22c-1e9dbfdcfc03,5b9a5cd2-5ec8-48a0-b9f2-da9bede0b089,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
87af5cf5-08e6-443b-a23b-6221f7433a65,6b923e30-2ddc-407f-91b1-c202f1373fbb,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
6b1c475e-b897-457e-a6b7-3aad397202b4,6b923e30-2ddc-407f-91b1-c202f1373fbb,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
d3ed4500-368c-42a3-998b-7aca451db233,6c0066e3-96df-4870-bcd3-98cda64082e9,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
bc23716d-70e8-486e-b512-8c45654d5d83,6c0066e3-96df-4870-bcd3-98cda64082e9,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
b8647788-d1b1-406d-baa6-607fb43d8056,5f5964a8-8e07-4620-98f0-93d162dbc31e,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
cee1efda-644b-4cee-aad2-d7f5ca93cdec,5f5964a8-8e07-4620-98f0-93d162dbc31e,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
baf45d0a-2691-4988-a33e-8ee88bcbdbb6,10c9be1e-2cc0-45e4-8d2c-c013ea63ef05,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
15d7e135-acb7-46ef-a8b1-f424e40a9e4d,10c9be1e-2cc0-45e4-8d2c-c013ea63ef05,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
c2c7669c-0eea-48a8-add8-bd5ea3f9808f,8cccf160-93e9-48a5-9b8b-54aa50153142,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
ceef11d5-dcf3-4ac6-a82f-44121dc48426,8cccf160-93e9-48a5-9b8b-54aa50153142,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
99359a4e-5bd3-4a80-99a4-f00be159e0ea,1174f6e4-ffbe-4e59-a000-8d861c968369,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
79f97f73-b650-49cf-8654-53038a6c0de7,1174f6e4-ffbe-4e59-a000-8d861c968369,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
25235c94-211b-46bc-a535-caf93aa623b8,4649dee3-b668-44cd-ab97-3834de3ef8f8,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
10d1a1f0-c89b-4b1e-93fa-7c6fd7f5bb8f,4649dee3-b668-44cd-ab97-3834de3ef8f8,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
be6f8b24-e668-41c6-89f7-f4cdc8533cae,478eb8aa-50b8-4ce5-98e4-d518ede4b174,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
b7b6e492-59b0-45f5-aaff-051c2cab5ee8,478eb8aa-50b8-4ce5-98e4-d518ede4b174,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
92c40bfa-1683-461e-bac4-6f573534d2e6,00807dae-9f4a-4fd1-aac2-82eb11bf2afb,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
94468afc-faea-4091-af0f-d2df8aec37da,00807dae-9f4a-4fd1-aac2-82eb11bf2afb,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
73aeda8d-ef07-4d3d-a0fc-643943dd046a,491b6364-1223-474f-816f-e248c8c841e2,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
b63265a8-daa8-4c67-a596-f8432264abdf,491b6364-1223-474f-816f-e248c8c841e2,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
6216b0fe-e810-48ff-96f2-a09b7ad7cc4c,4958c36f-1dc7-4f14-9dec-36e14107dbe3,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
3ecfecef-4180-4b7a-8d9a-5532b47ef500,4958c36f-1dc7-4f14-9dec-36e14107dbe3,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
d6882616-b77d-4d4c-90dc-7318c57876e1,495f9eda-b9be-4eef-bae1-766a4bfbd68e,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
ca75d3d9-83e8-4672-85cd-601917ac452e,495f9eda-b9be-4eef-bae1-766a4bfbd68e,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
f30b7e3e-f26d-47f7-a87f-6c1a4f074f65,01eef340-598c-4205-a990-cec190ac2ca5,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
98fe188d-1922-4a7d-adc4-8dee37d92b4c,01eef340-598c-4205-a990-cec190ac2ca5,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
9d61e56d-690b-4d66-891a-f8d010d704cf,02bed00f-bef7-4fb7-b243-540354990e45,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
f9b88865-6e80-46ed-98aa-6d81ba5d4a02,02bed00f-bef7-4fb7-b243-540354990e45,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
9da9a119-9f9a-4ddb-947e-97724b9fe45f,03565036-b6d3-432f-8d9a-7099818e0788,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
93a287f1-02ac-4023-a8d5-88e188b65168,03565036-b6d3-432f-8d9a-7099818e0788,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
149a17a7-398c-4bd9-a871-7ab9ef9e6879,045c13ef-3db7-4adf-b0a3-23338f0479f3,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
1051db4c-40a5-4a98-a239-d96c986aa349,045c13ef-3db7-4adf-b0a3-23338f0479f3,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
d1237195-a00b-4c52-86b3-4627c42eb14c,cf9db1af-17f0-490e-8139-142bd704763a,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
7f73cf13-d6a3-4a76-a5db-aaac249bcdae,cf9db1af-17f0-490e-8139-142bd704763a,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
da7f48b2-3bed-4824-8de7-187d0b22f54d,a2453bcb-90f2-4505-949d-a89cf4bfc9b8,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
1022aa8a-ff64-4756-b20f-43a12a53efc1,a2453bcb-90f2-4505-949d-a89cf4bfc9b8,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
e21262db-a694-4461-b1b0-e52c0891113a,d071c16b-7cee-45ed-8ec9-612418143815,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
0195917c-c127-4523-aff3-9e64ebdd4363,d071c16b-7cee-45ed-8ec9-612418143815,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
987d401a-3e68-414e-8067-afe277b02fad,a2934508-3daf-49e2-b14f-ed9b7693f96f,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
4bf14da6-816b-4ded-a43c-6156560da9f6,a2934508-3daf-49e2-b14f-ed9b7693f96f,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
7ae79f8e-a8fa-4030-b46a-458db80a36c1,e0929c47-cff3-4518-a188-8764af01073a,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
3ca8d0a7-8ff7-4d4b-a02c-76c7f3a8d0b7,e0929c47-cff3-4518-a188-8764af01073a,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
c28e4bbf-6ddc-42fd-9268-826edc17aee5,e0b1bcd2-1139-44b9-98b3-67bcf92bcc39,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
73214437-dde3-4ade-a938-740f7a28a4c9,e0b1bcd2-1139-44b9-98b3-67bcf92bcc39,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
f52fccc4-745f-4e5d-bff8-8d2009b6588d,3e9f93c0-aa79-4b4c-bd6c-b3325912362a,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
e1271843-3bd3-4f0b-8e6f-fc763ad65776,3e9f93c0-aa79-4b4c-bd6c-b3325912362a,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
27513ce4-3807-481f-abcb-c59774a90519,93ed6066-b567-4e1c-ab81-23370f9d3452,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
f09fd1c6-c8bb-49cd-97e1-6b9f661770f6,93ed6066-b567-4e1c-ab81-23370f9d3452,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
9c0043c4-b65a-42ca-9f02-fe1cef04beaf,9416ff9b-6f29-4554-b04d-b537a3ae3969,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
3e0ad2f4-16c0-4c3f-a5c5-414e4f495b48,9416ff9b-6f29-4554-b04d-b537a3ae3969,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
cbdc8782-69cc-49b2-babe-fbfc70185547,94b03e1d-50ec-4680-bffd-7086d1536ff2,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
5405b59e-44cc-4745-b838-ca279210cbed,94b03e1d-50ec-4680-bffd-7086d1536ff2,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
d898d021-e82b-42e6-b82e-28c187136674,058dcb78-bed1-40c3-a6c2-a0cc40065531,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
05f36336-c79f-45cf-bdde-1acda13d415b,058dcb78-bed1-40c3-a6c2-a0cc40065531,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
1fe883a5-e6ba-44ab-b24f-cfe19b68fc0c,95c53f69-0f05-4348-822a-571f3d757001,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
bbd09e9b-84ba-458f-a595-b03069b843dd,95c53f69-0f05-4348-822a-571f3d757001,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
a73c6624-c462-4c25-94bf-58769257c6dc,08306ede-e74b-4be9-b768-7fd98647b6ac,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
7329ec19-7624-4c7c-9622-e6785ee4be09,08306ede-e74b-4be9-b768-7fd98647b6ac,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
f406213e-322a-43df-9c2f-0e1583cd0d6a,96312510-c126-485d-8109-ed81844a1dc3,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
e94299a9-67bc-4c30-963c-1476fbb7d5ff,96312510-c126-485d-8109-ed81844a1dc3,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
1737104f-367e-4098-a068-12f8ece492bf,08740d7f-5a5e-4dfa-bd48-7fbf228a7a28,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
ec09d84c-1112-4530-a320-a99043794fe3,08740d7f-5a5e-4dfa-bd48-7fbf228a7a28,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
6c908d24-e571-436a-9a06-705c294ba5d7,08da7c4c-3067-4bcf-9d7a-78566df72e69,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
127aed4a-3eee-4e1d-aafd-0ca61759856a,08da7c4c-3067-4bcf-9d7a-78566df72e69,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
0e35c4f4-0da9-4e46-a30b-8d73d57ccf76,0a2a3529-f645-4967-9a58-89ee20b8bb62,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
d8a94ea1-68a3-43be-8a30-d690541a23aa,0a2a3529-f645-4967-9a58-89ee20b8bb62,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
0a74ea3f-dadc-4c9f-96ea-62a77c1e602c,33cea538-4c3f-470a-972d-257c43241ab4,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
b789f2c1-a793-41c3-80b1-781e3fe6dbca,33cea538-4c3f-470a-972d-257c43241ab4,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
5030e484-7981-462f-b78d-9fdf1a8531c5,2c6adb12-380d-4710-a7e6-93d5a0e53289,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
37485572-281d-4f54-b0b1-b104b7730d21,2c6adb12-380d-4710-a7e6-93d5a0e53289,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
788a05e5-5fee-4430-b303-d4bc30649158,2c86c3ea-d926-4d39-a5ae-39ece4774287,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
0b829610-f28e-418e-b79d-d3351e13e1fe,2c86c3ea-d926-4d39-a5ae-39ece4774287,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
9a8b5955-c2ed-485b-ac13-9042c1adf631,2cb8c866-9296-4c70-a3ea-f9a9b707895c,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
d777e8a9-92a8-48eb-bf58-8e13af99c77f,2cb8c866-9296-4c70-a3ea-f9a9b707895c,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
108e18d9-cb5a-47b3-99c0-0a13b0c4a2a4,2cbeadff-a8a3-4787-9d4e-f6b74c3ab5d9,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
afedbcf7-d427-4371-9c2a-f349b03de522,2cbeadff-a8a3-4787-9d4e-f6b74c3ab5d9,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
9d29819e-a6e7-4277-b825-b80182164fd0,36220587-1c1c-4f92-b177-3b2155e7e273,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
