accession_id,is_expressed,f3a7612e-35c3-43be-8f96-795874f8225c,3abbb570-87ad-44c5-b66d-141f63b0ca8b,dc300e50-f729-4d0e-8a33-606e95d91c95,a00a04b4-8de5-4f18-9dc2-531e21aa5167,0d003664-43ff-4eb5-b6c0-28ba7f26ee64,557f6cb1-95e3-4c8c-b253-538a415b0d07,ed76d786-d744-4067-b288-5fe2dc06a310,e4b1e8c9-5921-436d-8f6a-9af5b5baea8e,37fb952c-2a89-4903-98b9-6f6d36743218,a576843f-a9f7-47cf-a52f-7f01066fa160,0f40e7fd-789f-49f7-a797-76bbe3c84f47,ddde9a13-c70c-464c-8066-65a88ab92dc7,b70a538a-a0d7-4a0f-ab48-fd7b4457bfd3,aef6b437-1da5-4f69-970b-977cdc9cd5c5,8ecef704-ed0f-4700-a34e-46a174033332,f1d9de11-d45a-4443-ac6a-1f58888b6fcc,be8e6554-07ae-4ec2-8be0-8598556467c9,d7438c8a-6e39-4139-92e7-2aa05bae5d40,a4c3a7ab-2ddd-415d-a222-fd3dd1c01231,e83d4619-5e2b-4da7-8c05-93611ea76c85,8ec31b5f-bb8d-4c61-aac5-3204b66e81e2,f424bcaa-7212-4abc-8110-cff56b85c85a,e896f815-d8df-42cc-bdf6-04deb50f6c1a,85236a1e-2adb-459b-b868-b9486d9a285e,a4fc56a4-2493-451a-9b30-5aa38258bcce,6dc4e6bf-a8f6-4280-af19-5ed501969f01,7e975ee3-173d-4315-aacf-c201122d9868,52fed7ff-b663-4fc1-a294-57776659175a,d68e848a-5464-4471-88bd-3faf7e088d91,81ec1c9c-36c0-48e8-929a-8273d1d3febe,0f7a5400-3b1d-42d3-b47a-2979084bf616,8334ded1-3815-4766-8861-6fa8313fab6b,0895e2a3-5571-4ee2-b715-a424d0c9fec4,585f73db-7dc1-49d8-a601-f8d33b318a95,02fc7dd7-7e17-4930-8424-52173c33b29b,41cd380c-ab97-451e-80b7-3d9653a1e909,54fb48bb-ab47-4870-beb0-5713d15d8b58,415d3af2-fc41-43d5-b185-6a09946b9e84,265fa10b-9393-4c95-99a0-df47069deaac,ba7c9ae6-bb71-4bb4-8f3d-f2041f62896f,8f6d8863-21b1-4469-b233-21bb7c9b954c,7f06d0ce-d5ac-4a70-97ea-0ebb8e8b0f67,86e3408b-76a3-4834-b85e-4d2a07677304,f4987886-cc3e-4423-84ae-84911abcd473,86b5eaae-717c-4806-be60-7ffcab935908,e351b00e-5462-4be5-a57c-162a9b7b996e,3be37b85-90eb-4f47-909a-8be730172d92,3d4b6861-2763-451d-ae0a-6a5adfc591ec,475e779f-c6b7-4f7c-9616-f2c47b9b97a5,eaf6af76-2b28-4128-9371-a3d928d72370,d0982681-8799-412d-a868-81078e4a6560,a44df6fa-36a7-4500-90fd-d62baf48ef52,646eb67c-2e86-4f89-867f-78c31eff5fe0,91b36078-362b-4909-ac90-1b2d1ea4a545,aafbf8fb-290d-408e-b104-241b7d492895,ff79f645-81f1-4a3b-ae72-adc169f30143
MIMAT0004801,0,6.460772,5.01597,6.962203,9.565414,2.461654,5.3508,11.657797,5.371056,6.99913,3.213735,9.327821,7.373247,2.456097,10.327969,1.651712,7.716113,22.237447000000003,5.177878,11.018562,8.725557,24.519596,9.64392,4.008447,11.369063,4.17411,1.497466,8.060286,5.214501,5.610973,7.971706,10.753596,7.608353,6.293683,10.758364,5.165289,4.227888,4.684342,5.228025000000001,11.070354,8.913798,9.701223,4.38983,13.747467,4.288461,8.346198000000001,4.654746,24.174144,4.428068,10.825247,10.551036,2.826543,6.138439,10.676223,4.994892,13.203607,8.686418
MIMAT0004808,1,381.185583,1225.011411,1010.513916,496.445013,508.331468,637.509645,720.597578,250.052516,425.547104,399.2333210000001,355.305155,81.776012,343.853617,143.65266400000002,4021.092359,196.117891,369.565193,552.306921,457.576392,481.152172,444.496279,169.09007499999998,357.324365,83.956153,442.038301,640.1669989999999,337.91198999999995,212.05636,292.394014,546.726154,237.731297,528.780494,838.170523,570.826103,144.628098,116.97159,87.921512,306.959696,640.155253,553.645966,130.711212,82.309314,461.165112,156.222527,163.713879,412.942458,422.778921,129.621646,365.10609,99.355596,303.696488,346.480733,254.449983,130.533177,122.001328,219.874958
MIMAT0004809,1,82.37485000000001,43.471742,24.533475,82.262564,49.233073,12.994801,174.13834400000002,34.01669,191.076249,13.585327,54.270957,70.38099600000001,17.19268,67.601254,18.16883,58.513863,47.651672,33.656205,57.235307,38.0185,13.517214,52.077171,55.259297,59.468941,64.2813,65.888533,68.20242,115.153556,18.703241,44.508691000000006,76.043289,79.887699,61.08575,172.133814,82.644628,40.869593,62.337793,59.001985,78.455119,52.492372,21.444809,27.436439000000004,70.924443,7.964284,63.880513,60.179214,68.224806,57.162341,60.03092,47.479665,43.96846600000001,49.107505,104.093175,21.31154,79.749785,51.032706
MIMAT0004810,1,54.916567,217.916042,90.177093,183.655957,161.238309,115.042208,230.970103,119.058416,118.285297,394.266642,146.701176,108.587821,362.683695,116.424381,86.71487,225.696328,54.005228,178.63676800000002,157.01450599999998,215.645921,401.744161,142.730025,234.494115,137.303294,156.111732,111.561266,223.827942,116.891724,317.95511,88.353074,110.224365,155.971224,506.826612,213.268734,47.225501,36.641704,114.946566,156.093863,263.763217,192.637102,118.967627,122.915243,135.287597,226.063183,139.317303,160.92121500000002,263.76677,104.663438,161.394607,158.265549,90.449419,118.676472,312.27952400000004,76.588342,81.862362,124.324359
MIMAT0004814,1,14.536737,20.06388,17.239738,4.782707,18.462403,14.1414,99.091274,5.371055999999999,18.897651,10.517673,33.071364,16.757379,13.099185,43.18969,33.03423600000001,8.359122000000001,23.296373000000003,35.382163,19.588554,21.813893,11.316738,33.432258000000004,23.478044,2.623629,7.513398,0.748733,18.60066,40.412381,8.104738,32.551133,6.528969,16.484764,21.842784,3.79707,8.116882,2.113944,16.755534,8.215467,22.140707,25.255763,23.997762,6.584747,5.936406,14.090659,12.519298,27.263512,17.727706,13.686758,3.936453,25.498339,100.813412,30.692191,20.462762,3.662921,10.034742,14.115428
MIMAT0004819,0,4.845579,1.11466,4.309934,6.695790000000001,1.230827,3.822,5.100287,3.879096,3.499565,5.843152,2.543951,0.670295,4.912195,3.755625,4.955135,2.572037,1.058926,6.903837,3.366782,3.739524,3.143539,5.143424,15.174835000000002,1.749087,0.417411,1.497467,3.10011,3.041792,4.36409,3.3215440000000003,4.9927410000000005,1.268059,4.072384,2.53138,5.165289,5.637185000000001,4.143841,2.987443,5.775838,4.95211,3.0635440000000003,0.548729,4.374193,2.450549,3.210077,3.989782,6.446439,2.41531,0.984113,3.517012,8.165572000000001,4.092292,0.889685,1.331971,6.865876,0.542901
MIMAT0004902,0,1.615193,3.34398,0.331533,14.34812,1.230827,,,0.298392,,1.460788,2.543951,,,3.755625,1.651712,1.286019,9.000871,,0.918213,0.623254,2.200477,,3.149494,,0.417411,,1.240044,3.910876,3.740648,0.664309,,2.536118,0.740433,5.695604,0.737898,1.409296,0.360334,2.240582,1.44396,0.990422,,72.432198,2.187096,0.612637,0.321008,0.332482,,3.220414,7.872908,0.879253,1.2562410000000002,0.682049,2.669056,,,2.714506
MIMAT0004909,1,6.460772,13.933251,20.223539,9.565414,14.769922,52.361403,42.259514,9.250153,11.198608,23.956919,15.263706,37.536531,25.379671,10.327969,8.258559,7.073103000000001,20.119595,11.218734,45.910675000000005,52.976599,38.036811,36.00397,11.452704,77.834351,3.756699,18.718334,19.220682,60.835842,43.640897,42.515764,23.427478,10.144469999999998,10.736284,8.226984,5.903187,9.160426,19.277872,1.493721,17.327511,21.294075,47.995522,3.841102,14.059911,53.29945,19.902472,23.27373,36.52981700000001,11.673998999999998,5.904681,21.981326,6.90933,40.240872,16.014333999999998,43.622056,11.09103,30.402463
MIMAT0004911,1,24.227897,26.194511,4.309934,37.305116,14.769922,38.602202,13.843633,19.09709,11.198608,32.283411,31.375396,12.065313,45.847149,79.80703700000001,17.342974,61.72891,12.177649,13.807674,23.261407,20.567385,17.918167,124.085112,27.772808,69.088919,22.957607,15.7234,19.220682,40.412379,45.51122,13.286177,24.57965,25.361175,35.911016000000004,31.642246,55.34238500000001,16.206907,24.86305,47.799078,17.808831,30.703085,37.273119,13.718219,26.870052,35.532967,37.236882,29.258404,42.97625600000001,20.932689,18.698155,66.823232,66.894884,25.91785,9.786538,17.648618,49.117417,19.001539
MIMAT0004921,1,4.845579,7.24529,17.902805999999998,9.565415,9.846615,13.759201,40.802289,8.95176,22.397216,25.855945,7.631853,2.010885,9.824389,33.800627,8.258560000000001,7.073103999999999,13.236575,14.670653,12.548917,23.060402,11.002384,13.501489,17.465375,1.749086,10.852687,0.748733,8.680308,11.298086,6.234413999999999,25.908044,9.985482,8.876411000000001,12.587366,12.656897999999998,11.068477,4.227889,17.476202,11.20291,18.29015,9.904221,15.828311,3.292373,16.247008,12.252747,17.334412,10.639419,11.818471,5.6357230000000005,11.809361,5.275518,96.102509,13.640973999999998,14.234964000000002,1.997957,6.337732,19.544441
MIMAT0004926,1,61.377339,115.924647,36.80021,33.478951,49.233073000000005,139.50301,34.24478,40.282923,47.594084,9.933358,117.021746,70.380995,7.368290999999999,67.601254,27.253244,31.507464,91.597104,99.242651,31.8314,82.892797,33.635858,167.80422,21.760137,22.738125,37.149583,24.7082,55.80198,45.192339,28.678304,48.494543,20.739079,62.134879,33.689716,113.279238,55.342384,11.27437,46.483095,44.064774,55.35177,50.016317,42.379026,147.608036,99.356711,35.532967,46.546103,45.217532,128.39156599999998,25.360758,63.967374,30.773857000000003,33.918532,75.707405,29.359614,26.30643,42.779685,39.631782
MIMAT0004927,1,80.75965599999999,104.220715,67.964353,56.435944,172.315751,182.691613,40.073677,84.444942,112.685993,123.290494,102.606024,146.794648,32.747963,190.597981,53.680633,37.29455,82.066769,96.653711,168.95128,101.590419,60.984637,125.370969,90.190042,22.738125,118.96215,44.175267,70.06248599999999,94.730097,82.294264,128.875911,67.20998,142.022579,134.388651,127.201825,102.567885,33.118462,106.658883,108.294783,105.409022,73.291238,95.991046,87.24787400000001,228.395459,80.255493,86.030038,99.744556,114.424281,67.62868399999999,85.61787,116.061403,84.16820799999999,111.173935,40.925522,22.643511,133.092356,74.92035399999999
MIMAT0004929,0,14.536738,2.78665,2.652268,69.827526,6.154134,8.0262,6.557511,11.338897,3.499565,1.752945,1.695967,28.822694,0.818699,14.083594,14.039551,52.726778,2.117852,31.067265,1.836427,43.627787,1.257415,78.437221,6.012669,6.996347,27.549129,53.908801,28.521012,3.910875,42.394014,0.664309,179.73868700000003,,16.659751,11.391209,3.689491,2.818592,29.367225,36.596168,10.107714,13.865909000000002,1.021181,6.036017,0.937326,19.604396,23.433557,3.657301,27.397364,1.610207,0.984113,33.411616,5.339028,2.728195,4.448426,10.65577,7.39402,1.085802
MIMAT0004945,1,17.767125,10.58927,8.288337,35.392032,7.384961,29.429402,37.159227,21.782618,7.699043,15.630431,13.567739,18.768266,33.566663,38.495158,16.517118,30.864455,7.941945,31.067264,19.282483,26.176673,27.977489,34.075187,14.315881,18.365409,20.870553,7.487334000000001,41.541474,32.156087,22.443888,15.943411,24.579649,25.361175000000003,43.315351,27.212331,12.544272,6.341833,13.512527,31.368144,53.907812,32.188719,29.103668,9.877118,11.872813,12.865385,8.346197,35.575558,4.297626,28.17862,9.841133,18.464314,20.413929,21.825559,21.352446,4.6619,43.307832,20.630243
MIMAT0004946,1,22.612704,8.91728,13.261336,35.392033,9.846615,13.759201,53.917312,22.677793,8.398956,12.270618,18.655641,26.811808,36.022759,24.411564,17.342975000000003,64.300946,3.706241,30.204286,33.361757,29.292943,19.175582,33.432259,10.021117,7.870889,19.200908,3.743666,39.681408,58.228591,25.561096,11.29325,14.594167,27.897293,45.166433000000005,13.289743,10.330578,4.932537,13.33236,34.355588,42.837458,29.217452000000005,42.379026,6.036016,22.495859,11.640109,10.91426,75.14089799999999,4.834828,28.58117,16.729929,14.947302,26.69514,26.599899,42.704892,7.991828000000001,29.576079,15.201232
MIMAT0004947,0,62.992533,,,,,0.3822,1.457224,0.596784,2.799652,0.146079,234.891475,,0.818699,3.755625,1.651712,7.073104,,,0.306071,,0.628708,2.571712,0.286318,0.874543,,0.748733,,3.910875,0.623441,,,1.268059,0.370217,0.632845,,0.704648,1.981837,,0.48132,0.495211,1.021181,0.548729,,0.612637,,1.662409,7.520843999999999,,2.95234,0.879253,0.31406,2.046146,,0.665986,1.056289,
MIMAT0004951,0,3.230386,10.58927,1.9892,4.782707,,4.5864,18.215308,8.95176,9.098869,1.752945,5.935886,4.692066,9.005689,7.511251,14.865406,14.789217,10.58926,4.314898,3.366781,8.725557,20.432997,3.21464,2.290543,6.996346,3.339288,5.241133,6.820242,23.465252,3.740648,2.657235,11.137653,6.340294,2.591517,13.289743,4.42739,1.409296,5.405011,50.039660000000005,4.813197,27.731819,3.574136,3.2923729999999995,4.999079,3.063186,3.852091,8.644529,10.744064,3.622965,2.95234,2.637759,5.653088,4.774341,2.669056,,3.69701,2.171604
MIMAT0004955,1,80.759658,57.40499199999999,85.86716,78.436398,102.158625,120.77521,69.946782,78.17871,60.892431,49.95894500000001,174.684634,42.228596,49.121945,65.723443,98.276853,94.522394,129.71844000000002,70.764324,58.765662,70.427713,99.021449,109.940696,33.499159,191.524976,26.296896,62.8936,104.163696,87.777427,29.925188,92.338925,66.44186400000001,97.640523,43.315349000000005,99.356651,55.342383000000005,15.502259,41.258249,56.014542,121.292574,65.36786000000001,43.400208,83.9555,69.362231,57.587912,53.60827,51.534689,128.391566,22.140342,83.649642,23.739833,32.034168,70.933064,114.769398,109.887622,34.857523,108.037327
MIMAT0004956,0,8.075966,2.78665,3.315334,0.956541,3.692481,2.6754,4.371674,2.387136,0.699913,2.33726,3.391935,2.681181,3.274796,0.938906,2.477568,3.858057,7.412482,0.86298,1.836427,1.246508,4.0866,2.571712,0.8589530000000001,6.121803,,1.497467,1.240044,1.303625,2.493765,0.664309,1.920285,1.268059,1.110651,4.429914,2.213695,1.409296,2.162004,2.240582,4.813197000000001,0.990422,3.063544,1.646186,0.937327,1.837911,2.247053,3.989782,2.686016,,0.984113,0.879253,1.2562410000000002,4.092293,7.117482,2.33095,1.056289,1.628703
MIMAT0004958,0,3.230386,0.55733,,2.869623,,6.8796,0.728612,0.596784,,0.292158,0.847984,1.34059,0.818699,,,0.643009,1.058926,,0.612142,1.869762,3.457891,1.285856,0.572635,2.62363,2.921877,2.994933,1.240044,1.738167,,3.3215450000000004,1.536228,1.268059,1.11065,5.062759,0.737898,0.704648,,2.240582,0.962639,0.495211,1.021181,1.646187,2.187097,,0.963023,0.997446,1.074406,1.207656,,3.517012,1.2562410000000002,1.364098,1.77937,6.326863,1.584433,2.171605
MIMAT0004980,0,3.230386,2.22932,0.663067,1.913082,,,2.914448,1.790352,2.099739,1.899024,,19.43856,1.637398,,6.606848,2.572036,,3.451919,4.591066,4.362778,4.086599,,1.7179060000000002,0.874543,8.34822,,1.240044,6.083584,0.623441,2.657236,3.84057,1.268059,4.442601,2.53138,1.475796,,4.504175,17.924656,0.96264,6.437744,0.510591,1.646187,3.436866,1.225274,0.321008,8.312046,0.537203,18.91993,3.936453,0.879253,35.174772,19.779413,0.889685,3.329928,1.056288,2.171604
MIMAT0004982,0,3.230386,1.11466,,,1.230827,0.3822,2.185836,0.596784,,0.292158,1.695968,3.351475,4.093495,,1.651712,1.929027,,0.86298,1.530355,4.362778,1.257416,0.642928,0.286318,0.874543,0.417411,,,0.869083,1.246882,1.992927,1.152171,,0.740434,1.898535,1.475796,1.409296,1.441336,2.240583,2.406599,3.4664770000000003,1.021182,,0.312442,0.612637,1.926046,2.659856,,4.42807,,1.758506,1.5703,1.364098,1.77937,0.998979,,1.085802
MIMAT0004983,0,3.230386,2.22932,2.320733,3.826164,2.461654,4.2042,45.173963,29.839202,4.199478,1.314709,2.543951,18.768265,4.912194,0.938906,3.303424,17.361255,4.235704,10.355756,1.836426,23.683656,4.4009540000000005,21.216625,1.145271,6.996347,3.756699,,23.560836,11.732626,2.493765,8.636015,19.970964,8.87641,8.514984,3.79707,6.641086,0.704648,7.927348,6.721746,6.257156,24.265341,12.254177,2.743644,10.3106,5.513736,4.494106,3.657301,12.892876,12.881656,2.95234,1.758506,5.024966,14.323023,2.669056,2.996935,1.584433,9.229319
MIMAT0004985,0,1.615193,9.47461,2.652267,4.782705,7.384962,3.0576,3.643061,5.96784,6.2992170000000005,13.585327,8.479837999999999,4.692066,9.005689,5.633437000000001,7.432703,4.5010650000000005,10.58926,2.588939,7.651778,4.3627780000000005,7.544491,3.21464,5.726352,3.498173,2.504466,3.743666,4.960176,9.559918,9.975062,3.985853000000001,8.065197,6.340294,8.885200000000001,5.6956050000000005,5.165289,2.818592,2.522338,1.493722,7.701117,8.913798,5.616498,1.097458,15.622123,4.288461,4.494107,11.304384,21.488128,13.686759,3.936453,7.913277,5.339027000000001,2.728195,9.786538,1.997957,4.753299,4.886108999999999
MIMAT0004987,0,1.615193,0.55733,2.983801,0.956541,2.461654,,,0.596784,0.699913,1.460788,0.847984,,2.456097,0.938906,,1.286018,0.529463,,1.530355,,4.715307,,1.431588,,,,1.860066,0.869083,0.623441,1.992927,2.304342,,1.11065,5.062759,,0.704648,0.900835,,,1.485633,1.021181,2.194915,1.24977,0.612637,3.210076,2.659855,1.61161,1.610207,2.9523390000000003,,0.942181,0.682049,0.889685,,,2.171605
MIMAT0005458,0,1.615193,0.55733,0.331533,0.956541,,,,2.387136,0.699913,,0.847984,2.68118,0.818699,2.816719,1.651712,8.359122000000001,,1.72596,1.224284,1.869762,4.4009540000000005,,0.286318,,,,22.320792,0.434542,,,0.384057,,,3.79707,,,3.423173,2.240582,0.48132,0.990422,,,0.312442,,0.321008,0.332482,,1.610207,2.95234,,0.31406,5.456391,,,1.056289,
MIMAT0005792,0,3.230386,15.04791,1.989199,0.956541,,3.822,16.029471,3.282312,6.2992170000000005,1.3147099999999998,9.327821,5.36236,1.637398,4.69453,18.168831,3.215046,13.236575,18.985552,1.836426,4.986032,6.601432,11.572704000000002,1.717907,10.494518,0.417411,5.989867,5.580197999999999,5.649042,1.870324,1.328618,10.753596,6.340294,5.923469,10.758365,1.475796,4.227888,4.504175,3.734304,6.257157,9.409009,3.574136,27.436439,7.498617,1.225274,1.284031,5.652192,9.132453,6.8433790000000005,2.95234,2.637759,3.454663,4.774341,2.669055,2.996935,2.64072,15.201232
MIMAT0005794,0,8.075966,5.01597,2.983801,3.826165,4.923307,3.0576,10.200572,14.621209,1.399826,2.1911810000000003,8.479837999999999,7.373247,12.280486,5.633437,4.1292800000000005,8.359123,0.529463,10.355756,3.672853,4.362779,5.029661,23.788337,1.145271,5.247260000000001,0.417411,,9.920352,8.690835,5.610972,1.328618,4.992741,2.536118,6.293683,3.164225,5.903186,1.409296,3.60334,5.974885,12.995632,9.40901,6.637677999999999,2.743644,21.246088,4.901098,3.210076,7.314602,17.727705999999998,2.817863,6.888794,6.154771,5.653087,6.138438,12.455593,8.657812999999999,4.753298,1.6287029999999998
MIMAT0005796,0,4.845579000000001,3.34398,0.663067,1.913083,2.461654,3.0576000000000003,2.914449,1.49196,3.499565,1.752946,5.935885000000001,4.692066,1.637398,7.51125,5.780992,2.572038,2.117852,7.766816,4.591067,3.739524,2.829185,6.42928,3.722129,2.62363,4.17411,1.497466,1.240044,6.952668,2.493765,1.992927,1.536228,1.268059,4.812817,5.06276,2.213695,0.704648,3.243006,0.746861,3.369239,2.971266,4.595316,5.487287,2.499539,5.513736,2.889069,4.987227,8.595251,3.220414,4.920567,4.396265,1.570302,7.502535,1.77937,0.665986,4.753299,1.6287029999999998
MIMAT0005797,1,4.845579000000001,26.19451,5.636067,58.349028,4.923308,21.403201,67.032331,17.90352,23.797042,10.079436,27.983463,16.757379,16.373981,35.678439,52.028923,46.296681,17.472279,18.985551,7.651779,24.30691,32.378442,63.649875,9.448481,13.992692,12.52233,8.984798,23.560836,44.7578,35.536159,24.579427000000003,28.804276,19.02088,7.774551,60.753113,19.185357,5.637184,26.66472,16.430934999999998,22.622028,18.818019,10.722405,23.046609,18.746545,9.189559,19.260456,14.296721,29.008971,38.644964,16.729927,20.222819,30.149804,27.281946,27.580242,47.950963,23.238347,18.458637
MIMAT0005825,0,8.075965,10.58927,3.315334,26.783159,13.539094,1.1466,5.100287,10.742113,11.898521,30.09223,29.679429,12.065314,21.286176,8.450156,25.601533,19.933294,2.647315,5.177878,6.427493999999999,11.218574,23.576535,8.358064,3.435813,11.369063,7.930809999999999,8.236067,13.020462,4.779958000000001,24.937656,2.657236,24.579649,2.536118,20.361917,7.594139,4.42739,0.704648,12.251358,4.4811630000000005,15.402232,29.217453,5.105907,20.851693,9.685716,3.675823,9.309222,11.304383,4.297625,10.466343,2.95234,1.758506,10.992116,10.912779,6.2277960000000006,3.329928,4.753298,1.085802
MIMAT0005878,1,19.382317,47.930383,9.282936,35.392032,73.849608,29.811602,57.560374,21.782618,75.590604,48.05992,7.631854,13.405903,19.648778,78.86813,26.427389,63.01493000000001,19.060669,33.656203,11.630703,15.581353,84.246819,68.150372,40.943417,22.738125,20.870552,4.4924,11.780418,37.80513,25.561098,31.886824,154.39092300000002,15.216704999999996,45.906867,29.74371,32.467532,9.160425,103.956378,46.305356,21.178069,48.530683,17.870673,3.841102,16.871894,14.703296000000002,28.248669,24.603658,19.876519,18.114826,18.698155,52.755182000000005,23.868597,30.692191,11.565909,13.319712,41.195254,21.173144
MIMAT0005899,0,1.615193,0.55733,3.9784,,2.461654,0.3822,2.1858370000000003,3.282312,1.399826,4.8206,10.175804,1.34059,1.637398,,6.606847,1.286018,18.531206,3.451918,3.060712,,8.1732,3.857568000000001,6.012671,2.62363,0.834822,0.748733,1.240044,9.99446,3.117207,5.314471,,2.536118,58.86445,0.632845,,0.704648,3.963674,,1.925279,4.95211,8.169451,1.646186,2.811982,,5.457129999999999,1.994891,1.074406,,,0.879253,8.479633,,12.455593,0.332993,3.697011,2.171604
MIMAT0005900,0,3.230386,0.55733,0.994599,,,,,0.298392,,0.292158,0.847984,4.6920660000000005,0.818699,,3.303424,0.643009,2.647315,4.314899,,,5.029663,,,0.874543,0.417411,,1.240044,0.869084,1.246882,,1.536228,2.536118,,0.632845,0.737898,,0.360334,1.493722,,2.971266,,1.097458,0.624884,2.450548,0.642016,0.332482,,0.402552,,,0.94218,2.728196,1.77937,,,1.085802
MIMAT0005901,0,1.615193,2.22932,0.663066,0.956541,,2.2932,2.914448,1.49196,2.799652,1.460788,,,2.456097,3.755625,1.651712,5.144075,0.529463,4.3148990000000005,1.530355,2.493016,1.886124,6.42928,1.431588,,1.252233,,1.240044,1.738167,1.246882,1.992927,0.768114,1.268059,1.480867,1.898535,,0.704648,1.441336,2.987443,2.887919,2.476055,2.042363,,1.56221,3.675824,2.247054,1.66241,3.760422,2.01276,,1.758506,1.256242,1.364098,5.33811,0.665986,1.5844319999999998,2.171604
MIMAT0005914,0,4.845579000000001,0.55733,0.994599,0.956541,2.461654,2.6754,,,1.399826,0.438237,0.847984,,1.637398,0.938906,2.477568,2.5720370000000004,2.117852,0.86298,1.224284,0.623254,2.514832,,,0.874543,,1.497467,,2.172708,,,0.768114,,1.480867,0.632845,2.2136940000000003,,0.720668,,1.925279,0.495211,0.510591,,,,0.321008,3.989784,3.223219,1.207656,,0.879253,0.94218,,,,,2.171604
MIMAT0005920,1,12.921545000000002,43.471742,12.59827,6.69579,14.769922,14.523601,37.159227,20.589049,22.397216,24.541237,13.567739,27.482103,28.654467,10.327969,190.772712,17.361255,22.237447,30.204285,14.997487,49.860328,48.410485,30.860545,15.747467,40.228991,9.183042,17.220867,110.983938,20.42346,20.573566,38.529912,46.086843,10.144471,76.63485,25.313796,15.495868,12.683667,13.152194,7.468606999999999,13.958272,23.274919,34.720167000000004,13.718219,15.309681,15.92857,28.890685,25.26862,32.769394,15.296966,2.95234,13.188795,5.024966,10.912779,33.808039,21.977524,5.8095870000000005,42.346287
MIMAT0005923,0,3.230386,1.11466,,43.044365,,32.104802,17.486696,54.60574,2.099739,1.168631,0.847984,8.043541999999999,135.085349,331.433926,186.643433,,10.58926,97.51669,,,22.947827,,2113.882825,73.461634,0.417411,2.2462,0.620022,4.779959,6.857854,,6.913026,,21.102351,54.424662,0.737898,,,,53.426491,,1.021182,539.400371,0.312442,3.063186,5.778137,0.664964,510.343042,1.207655,,,6.90933,10.912779,83.630414,0.665986,54.927004,
MIMAT0005924,0,29.073476000000003,5.015969999999999,0.9946,0.956541,7.384961,5.3508,1.457225,4.47588,17.497825,1.022552,11.023788,2.010885,1.637398,1.877813,1.651712,1.286018,0.529463,0.86298,0.306071,1.246508,1.5717690000000002,1.285856,0.858954,26.236297,1.669644,16.472133,,2.172709,2.493765,1.992927,4.992741,,0.370217,2.53138,0.737898,4.227888,1.081002,23.152679,2.406598,1.980844,3.574135,8.779661,4.061751,0.612637,7.383175,0.664964,12.355673,8.856136,,0.879253,10.049935,1.364098,1.779371,0.332993,4.225154,4.88611
MIMAT0005929,0,1.615193,0.55733,,1.913083,,,0.728612,,1.399826,0.146079,,2.681181,,0.938906,1.651712,,,,,0.623254,0.314354,,0.572635,,,,0.620022,,,,,,0.370217,,,0.704648,0.540501,,3.369238,0.990422,0.510591,,,0.612637,,,,,,,,5.456389,,,,
MIMAT0005948,0,8.075965,7.245290000000001,1.6576650000000002,11.478496,,4.9686,8.743347,4.47588,4.899391,0.876473,5.935886,16.087084,6.549592,7.511251,6.606847,10.93116,3.706241,2.588939,4.591066,2.493016,3.143539,6.42928,4.581083,8.745433,2.921877,4.4924,11.160396,6.952668,3.740648,4.650162,11.52171,8.876411000000001,0.740434,8.859829000000001,,2.818592,7.206679999999999,7.468606,4.331878,3.466477,5.616497,10.974577,3.436866,3.063185,3.531084,2.992337,9.669657,2.817862,3.936454,5.275518,3.454664,4.774341,4.448426,2.996935,5.2814440000000005,8.686418
MIMAT0005949,1,25.84309,24.522521,7.625267,35.392032,7.384961,22.932001,30.601717,13.129249000000002,43.394606,17.821612,105.149977,32.844463000000005,34.385361,46.945316,39.641085,46.296683,29.649929,45.737917,19.588553,16.82786,14.460275,183.877421,17.751692,75.210722,17.113853,17.9696,50.221782,30.417922,26.807979,9.964633,49.543355,26.629234,7.774551000000001,36.705005,11.068477,23.958036,26.304385,34.355588000000004,19.252791,23.770131,24.508352,57.616521,10.623042,19.604394,27.285648,24.603658,150.416895,49.513858,21.650495,60.66846,15.388961,17.733268,41.815206,14.318691,39.610821,12.486727
MIMAT0005951,1,825.363701,363.379181,187.979457,1147.849737,268.320242,1011.683473,814.588565,1158.954624,771.304126,2090.679577,1601.841143,1622.784671,3964.140978,631.883943,880.362386,1004.380822,226.080712,234.73044,1098.183341,2096.003569,1214.034389,2099.160078,1109.480694,610.431203,725.877814,239.594666,1291.5058230000002,1766.412096,1925.810471,819.092768,1636.851039,579.502845,2050.630094,688.535256,1247.786303,331.184625,1247.656701,873.080011,1043.982515,2221.021608,981.865863,703.470272,966.697061,809.293952,1515.155895,1156.371866,1477.308803,1720.10339,347.39205,1865.774986,1177.726826,907.806798,1196.62667,678.639313,1183.043189,1407.199736
MIMAT0005955,0,1.615193,,,,,,,,,,,,,,,,,,,,0.314354,,,,,,,,,,,,,,,,,,,,,,,,,,0.537203,,,,,,,,,
