miRNA_ID	isoform_coords	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_region
hsa-mir-27a	hg38:chr19:13836509-13836530:-	1	0.966639	N	precursor
hsa-mir-27b	hg38:chr9:95085462-95085484:+	1	0.966639	N	mature,MIMAT0004588
hsa-mir-27b	hg38:chr9:95085462-95085485:+	2	1.933279	N	mature,MIMAT0004588
hsa-mir-27b	hg38:chr9:95085462-95085486:+	1	0.966639	N	mature,MIMAT0004588
hsa-mir-27b	hg38:chr9:95085463-95085484:+	2	1.933279	N	mature,MIMAT0004588
hsa-mir-27b	hg38:chr9:95085463-95085485:+	16	15.466229	N	mature,MIMAT0004588
hsa-mir-27b	hg38:chr9:95085463-95085486:+	7	6.766475	N	mature,MIMAT0004588
hsa-mir-27b	hg38:chr9:95085463-95085487:+	15	14.499590	N	mature,MIMAT0004588
hsa-mir-27b	hg38:chr9:95085464-95085487:+	2	1.933279	N	mature,MIMAT0004588
hsa-mir-27b	hg38:chr9:95085504-95085525:+	1	0.966639	N	mature,MIMAT0000419
hsa-mir-27b	hg38:chr9:95085504-95085526:+	25	24.165984	N	mature,MIMAT0000419
hsa-mir-27b	hg38:chr9:95085504-95085527:+	3	2.899918	N	mature,MIMAT0000419
hsa-mir-27b	hg38:chr9:95085505-95085523:+	2	1.933279	Y	mature,MIMAT0000419
hsa-mir-27b	hg38:chr9:95085505-95085524:+	3	2.899918	N	mature,MIMAT0000419
hsa-mir-27b	hg38:chr9:95085505-95085525:+	65	62.831557	N	mature,MIMAT0000419
hsa-mir-27b	hg38:chr9:95085505-95085526:+	435	420.488114	N	mature,MIMAT0000419
hsa-mir-27b	hg38:chr9:95085505-95085527:+	169	163.362049	N	mature,MIMAT0000419
hsa-mir-28	hg38:chr3:188688793-188688814:+	1	0.966639	N	mature,MIMAT0000085
hsa-mir-28	hg38:chr3:188688793-188688815:+	5	4.833197	N	mature,MIMAT0000085
hsa-mir-28	hg38:chr3:188688793-188688816:+	1	0.966639	N	mature,MIMAT0000085
hsa-mir-28	hg38:chr3:188688794-188688814:+	6	5.799836	N	mature,MIMAT0000085
hsa-mir-28	hg38:chr3:188688794-188688815:+	78	75.397869	N	mature,MIMAT0000085
hsa-mir-28	hg38:chr3:188688794-188688816:+	134	129.529672	N	mature,MIMAT0000085
hsa-mir-28	hg38:chr3:188688794-188688817:+	4	3.866557	N	mature,MIMAT0000085
hsa-mir-28	hg38:chr3:188688795-188688814:+	1	0.966639	N	mature,MIMAT0000085
hsa-mir-28	hg38:chr3:188688795-188688816:+	8	7.733115	N	mature,MIMAT0000085
hsa-mir-28	hg38:chr3:188688796-188688816:+	6	5.799836	N	mature,MIMAT0000085
hsa-mir-28	hg38:chr3:188688796-188688817:+	3	2.899918	N	mature,MIMAT0000085
hsa-mir-28	hg38:chr3:188688833-188688855:+	6	5.799836	N	mature,MIMAT0004502
hsa-mir-28	hg38:chr3:188688833-188688856:+	8	7.733115	N	mature,MIMAT0004502
hsa-mir-28	hg38:chr3:188688834-188688854:+	10	9.666393	N	mature,MIMAT0004502
hsa-mir-28	hg38:chr3:188688834-188688855:+	1021	986.938769	N	mature,MIMAT0004502
hsa-mir-28	hg38:chr3:188688834-188688856:+	7793	7533.020400	N	mature,MIMAT0004502
hsa-mir-28	hg38:chr3:188688834-188688857:+	1380	1333.962293	N	mature,MIMAT0004502
hsa-mir-28	hg38:chr3:188688835-188688855:+	3	2.899918	N	mature,MIMAT0004502
hsa-mir-28	hg38:chr3:188688835-188688856:+	51	49.298606	N	mature,MIMAT0004502
hsa-mir-28	hg38:chr3:188688835-188688857:+	528	510.385573	N	mature,MIMAT0004502
hsa-mir-28	hg38:chr3:188688835-188688858:+	1	0.966639	N	mature,MIMAT0004502
hsa-mir-28	hg38:chr3:188688836-188688856:+	7	6.766475	N	mature,MIMAT0004502
hsa-mir-28	hg38:chr3:188688836-188688857:+	65	62.831557	N	mature,MIMAT0004502
hsa-mir-299	hg38:chr14:101023800-101023821:+	4	3.866557	N	mature,MIMAT0002890
hsa-mir-299	hg38:chr14:101023800-101023822:+	2	1.933279	N	mature,MIMAT0002890
hsa-mir-29a	hg38:chr7:130876747-130876770:-	52	50.265246	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876747-130876771:-	2	1.933279	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876748-130876768:-	6	5.799836	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876748-130876770:-	861	832.276474	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876748-130876771:-	99	95.697295	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876749-130876770:-	2839	2744.289095	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876749-130876771:-	1108	1071.036392	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876750-130876770:-	239	231.026803	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876750-130876771:-	180	173.995082	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876751-130876770:-	18	17.399508	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876751-130876771:-	10	9.666393	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876784-130876808:-	1	0.966639	N	mature,MIMAT0004503
hsa-mir-29a	hg38:chr7:130876785-130876808:-	3	2.899918	N	mature,MIMAT0004503
hsa-mir-29a	hg38:chr7:130876786-130876808:-	6	5.799836	N	mature,MIMAT0004503
hsa-mir-29b-1	hg38:chr7:130877467-130877488:-	51	49.298606	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877467-130877490:-	1094	1057.503441	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877467-130877491:-	1	0.966639	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877468-130877490:-	34	32.865738	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877468-130877491:-	5	4.833197	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877469-130877490:-	197	190.427951	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877469-130877491:-	61	58.965000	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877470-130877490:-	42	40.598852	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877470-130877491:-	22	21.266066	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877471-130877491:-	1	0.966639	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877507-130877531:-	9	8.699754	N	mature,MIMAT0004514
hsa-mir-29b-1	hg38:chr7:130877508-130877531:-	1	0.966639	N	mature,MIMAT0004514
hsa-mir-29b-1	hg38:chr7:130877509-130877531:-	1	0.966639	N	mature,MIMAT0004514
hsa-mir-29b-1	hg38:chr7:130877510-130877531:-	2	1.933279	N	mature,MIMAT0004514
hsa-mir-29b-2	hg38:chr1:207802449-207802473:-	1	0.966639	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802450-207802471:-	56	54.131803	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802450-207802473:-	1053	1017.871228	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802451-207802471:-	1	0.966639	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802451-207802473:-	33	31.899098	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802451-207802474:-	7	6.766475	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802452-207802473:-	240	231.993442	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802452-207802474:-	76	73.464590	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802453-207802473:-	40	38.665574	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802453-207802474:-	26	25.132623	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802454-207802473:-	4	3.866557	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802490-207802513:-	1	0.966639	N	mature,MIMAT0004515
hsa-mir-29b-2	hg38:chr1:207802490-207802514:-	10	9.666393	N	mature,MIMAT0004515
hsa-mir-29b-2	hg38:chr1:207802491-207802513:-	2	1.933279	N	mature,MIMAT0004515
hsa-mir-29b-2	hg38:chr1:207802491-207802514:-	35	33.832377	N	mature,MIMAT0004515
hsa-mir-29b-2	hg38:chr1:207802491-207802515:-	4	3.866557	N	mature,MIMAT0004515
hsa-mir-29b-2	hg38:chr1:207802492-207802514:-	22	21.266066	N	mature,MIMAT0004515
hsa-mir-29b-2	hg38:chr1:207802492-207802515:-	1	0.966639	N	mature,MIMAT0004515
hsa-mir-29b-2	hg38:chr1:207802493-207802515:-	2	1.933279	N	mature,MIMAT0004515
hsa-mir-29c	hg38:chr1:207801864-207801887:-	2	1.933279	N	mature,MIMAT0000681
hsa-mir-29c	hg38:chr1:207801865-207801885:-	1	0.966639	N	mature,MIMAT0000681
hsa-mir-29c	hg38:chr1:207801865-207801887:-	132	127.596393	N	mature,MIMAT0000681
hsa-mir-29c	hg38:chr1:207801866-207801887:-	478	462.053606	N	mature,MIMAT0000681
hsa-mir-29c	hg38:chr1:207801866-207801888:-	8	7.733115	N	mature,MIMAT0000681
hsa-mir-29c	hg38:chr1:207801867-207801887:-	113	109.230246	N	mature,MIMAT0000681
hsa-mir-29c	hg38:chr1:207801867-207801888:-	1	0.966639	N	mature,MIMAT0000681
hsa-mir-29c	hg38:chr1:207801868-207801887:-	34	32.865738	N	mature,MIMAT0000681
hsa-mir-29c	hg38:chr1:207801900-207801921:-	1	0.966639	N	mature,MIMAT0004673
hsa-mir-29c	hg38:chr1:207801900-207801922:-	1	0.966639	N	mature,MIMAT0004673
hsa-mir-29c	hg38:chr1:207801900-207801923:-	8	7.733115	N	mature,MIMAT0004673
hsa-mir-29c	hg38:chr1:207801901-207801923:-	17	16.432869	N	mature,MIMAT0004673
hsa-mir-29c	hg38:chr1:207801901-207801924:-	1	0.966639	N	mature,MIMAT0004673
hsa-mir-29c	hg38:chr1:207801901-207801925:-	2	1.933279	N	mature,MIMAT0004673
hsa-mir-29c	hg38:chr1:207801902-207801924:-	5	4.833197	N	mature,MIMAT0004673
hsa-mir-29c	hg38:chr1:207801902-207801925:-	2	1.933279	N	mature,MIMAT0004673
hsa-mir-29c	hg38:chr1:207801903-207801924:-	2	1.933279	N	mature,MIMAT0004673
hsa-mir-29c	hg38:chr1:207801903-207801925:-	4	3.866557	N	mature,MIMAT0004673
hsa-mir-29c	hg38:chr1:207801904-207801925:-	9	8.699754	N	mature,MIMAT0004673
hsa-mir-301a	hg38:chr17:59151147-59151170:-	2	1.933279	N	mature,MIMAT0000688
hsa-mir-301a	hg38:chr17:59151147-59151171:-	1	0.966639	N	mature,MIMAT0000688
hsa-mir-301a	hg38:chr17:59151147-59151172:-	1	0.966639	N	mature,MIMAT0000688
hsa-mir-301a	hg38:chr17:59151148-59151170:-	1	0.966639	N	mature,MIMAT0000688
hsa-mir-301a	hg38:chr17:59151148-59151171:-	1	0.966639	N	mature,MIMAT0000688
hsa-mir-301a	hg38:chr17:59151148-59151172:-	9	8.699754	N	mature,MIMAT0000688
hsa-mir-301a	hg38:chr17:59151149-59151170:-	3	2.899918	N	mature,MIMAT0000688
hsa-mir-301a	hg38:chr17:59151149-59151171:-	10	9.666393	N	mature,MIMAT0000688
hsa-mir-301a	hg38:chr17:59151149-59151172:-	69	66.698115	N	mature,MIMAT0000688
hsa-mir-301a	hg38:chr17:59151150-59151171:-	1	0.966639	N	mature,MIMAT0000688
hsa-mir-301a	hg38:chr17:59151150-59151172:-	26	25.132623	N	mature,MIMAT0000688
hsa-mir-301a	hg38:chr17:59151187-59151208:-	2	1.933279	N	mature,MIMAT0022696
hsa-mir-301a	hg38:chr17:59151187-59151209:-	23	22.232705	N	mature,MIMAT0022696
hsa-mir-301a	hg38:chr17:59151188-59151209:-	11	10.633033	N	mature,MIMAT0022696
hsa-mir-301b	hg38:chr22:21653025-21653047:+	4	3.866557	N	mature,MIMAT0004958
hsa-mir-301b	hg38:chr22:21653025-21653048:+	3	2.899918	N	mature,MIMAT0004958
hsa-mir-301b	hg38:chr22:21653026-21653048:+	1	0.966639	N	mature,MIMAT0004958
hsa-mir-3064	hg38:chr17:64500777-64500799:-	2	1.933279	N	mature,MIMAT0019865
hsa-mir-3065	hg38:chr17:81125886-81125908:+	6	5.799836	N	mature,MIMAT0015066
hsa-mir-3065	hg38:chr17:81125886-81125909:+	3	2.899918	N	mature,MIMAT0015066
hsa-mir-3065	hg38:chr17:81125886-81125910:+	1	0.966639	N	mature,MIMAT0015066
hsa-mir-3065	hg38:chr17:81125886-81125911:+	1	0.966639	N	mature,MIMAT0015066
hsa-mir-3065	hg38:chr17:81125926-81125947:+	3	2.899918	N	mature,MIMAT0015378
hsa-mir-3065	hg38:chr17:81125926-81125948:+	15	14.499590	N	mature,MIMAT0015378
hsa-mir-3065	hg38:chr17:81125926-81125949:+	2	1.933279	N	mature,MIMAT0015378
hsa-mir-3065	hg38:chr17:81125926-81125950:+	1	0.966639	N	mature,MIMAT0015378
hsa-mir-3065	hg38:chr17:81125927-81125949:+	1	0.966639	N	mature,MIMAT0015378
hsa-mir-3065	hg38:chr17:81125930-81125952:+	1	0.966639	N	mature,MIMAT0015378
hsa-mir-3074	hg38:chr9:95086062-95086083:-	1	0.966639	N	mature,MIMAT0019208
hsa-mir-3074	hg38:chr9:95086062-95086084:-	25	24.165984	N	mature,MIMAT0019208
hsa-mir-3074	hg38:chr9:95086062-95086085:-	1	0.966639	N	mature,MIMAT0019208
hsa-mir-3074	hg38:chr9:95086063-95086084:-	5	4.833197	N	mature,MIMAT0019208
hsa-mir-3074	hg38:chr9:95086063-95086085:-	3	2.899918	N	mature,MIMAT0019208
hsa-mir-30a	hg38:chr6:71403553-71403575:-	195	188.494672	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403553-71403576:-	22	21.266066	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403554-71403574:-	2	1.933279	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403554-71403575:-	220	212.660655	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403554-71403576:-	1208	1167.700326	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403555-71403574:-	1	0.966639	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403555-71403575:-	48	46.398688	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403555-71403576:-	530	512.318852	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403556-71403575:-	3	2.899918	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403556-71403576:-	33	31.899098	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403557-71403575:-	1	0.966639	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403557-71403576:-	3	2.899918	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403558-71403576:-	2	1.933279	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403561-71403576:-	1	0.966639	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403589-71403617:-	1	0.966639	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403592-71403617:-	2	1.933279	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403593-71403616:-	124	119.863279	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403593-71403617:-	4007	3873.323847	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403594-71403615:-	1	0.966639	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403594-71403616:-	57	55.098443	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403594-71403617:-	9363	9050.644168	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403594-71403618:-	1	0.966639	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403595-71403615:-	1	0.966639	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403595-71403616:-	27	26.099262	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403595-71403617:-	21304	20593.284563	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403596-71403617:-	262	253.259508	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403597-71403617:-	12	11.599672	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403598-71403617:-	6	5.799836	N	mature,MIMAT0000087
hsa-mir-30b	hg38:chr8:134800532-134800554:-	1	0.966639	N	mature,MIMAT0004589
hsa-mir-30b	hg38:chr8:134800570-134800592:-	941	909.607622	N	mature,MIMAT0000420
hsa-mir-30b	hg38:chr8:134800570-134800593:-	2	1.933279	N	mature,MIMAT0000420
hsa-mir-30b	hg38:chr8:134800571-134800592:-	88	85.064262	N	mature,MIMAT0000420
hsa-mir-30b	hg38:chr8:134800572-134800592:-	5	4.833197	N	mature,MIMAT0000420
hsa-mir-30c-1	hg38:chr1:40757279-40757300:+	1	0.966639	N	precursor
hsa-mir-30c-1	hg38:chr1:40757300-40757320:+	1	0.966639	N	mature,MIMAT0000244
hsa-mir-30c-1	hg38:chr1:40757300-40757321:+	29	28.032541	N	mature,MIMAT0000244
hsa-mir-30c-1	hg38:chr1:40757300-40757322:+	128	123.729836	N	mature,MIMAT0000244
hsa-mir-30c-1	hg38:chr1:40757300-40757323:+	615	594.483196	N	mature,MIMAT0000244
hsa-mir-30c-1	hg38:chr1:40757300-40757324:+	671	648.614999	N	mature,MIMAT0000244
hsa-mir-30c-1	hg38:chr1:40757339-40757361:+	1	0.966639	N	mature,MIMAT0004674
hsa-mir-30c-2	hg38:chr6:71376963-71376986:-	1	0.966639	N	mature,MIMAT0004550
hsa-mir-30c-2	hg38:chr6:71376964-71376986:-	19	18.366148	N	mature,MIMAT0004550
hsa-mir-30c-2	hg38:chr6:71377002-71377026:-	701	677.614179	N	mature,MIMAT0000244
hsa-mir-30c-2	hg38:chr6:71377002-71377027:-	1	0.966639	N	mature,MIMAT0000244
hsa-mir-30c-2	hg38:chr6:71377003-71377026:-	625	604.149589	N	mature,MIMAT0000244
hsa-mir-30c-2	hg38:chr6:71377004-71377026:-	129	124.696475	N	mature,MIMAT0000244
hsa-mir-30c-2	hg38:chr6:71377005-71377026:-	40	38.665574	N	mature,MIMAT0000244
hsa-mir-30c-2	hg38:chr6:71377006-71377026:-	1	0.966639	N	mature,MIMAT0000244
hsa-mir-30c-2	hg38:chr6:71377007-71377026:-	2	1.933279	N	mature,MIMAT0000244
hsa-mir-30c-2	hg38:chr6:71377026-71377051:-	1	0.966639	N	precursor
hsa-mir-30d	hg38:chr8:134804878-134804901:-	2	1.933279	N	mature,MIMAT0004551
hsa-mir-30d	hg38:chr8:134804879-134804901:-	2	1.933279	N	mature,MIMAT0004551
hsa-mir-30d	hg38:chr8:134804912-134804941:-	1	0.966639	N	mature,MIMAT0000245
hsa-mir-30d	hg38:chr8:134804916-134804941:-	1	0.966639	N	mature,MIMAT0000245
hsa-mir-30d	hg38:chr8:134804917-134804936:-	2	1.933279	N	mature,MIMAT0000245
hsa-mir-30d	hg38:chr8:134804917-134804939:-	2	1.933279	N	mature,MIMAT0000245
hsa-mir-30d	hg38:chr8:134804917-134804941:-	1951	1885.913358	N	mature,MIMAT0000245
hsa-mir-30d	hg38:chr8:134804918-134804941:-	3344	3232.441963	N	mature,MIMAT0000245
hsa-mir-30d	hg38:chr8:134804919-134804941:-	14878	14381.660145	N	mature,MIMAT0000245
hsa-mir-30d	hg38:chr8:134804920-134804941:-	138	133.396229	N	mature,MIMAT0000245
hsa-mir-30d	hg38:chr8:134804921-134804941:-	21	20.299426	N	mature,MIMAT0000245
hsa-mir-30d	hg38:chr8:134804922-134804941:-	5	4.833197	N	mature,MIMAT0000245
hsa-mir-30d	hg38:chr8:134804941-134804961:-	1	0.966639	N	precursor
hsa-mir-30e	hg38:chr1:40754371-40754389:+	1	0.966639	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754371-40754390:+	160	154.662295	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754371-40754391:+	14	13.532951	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754371-40754392:+	175	169.161885	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754371-40754393:+	3849	3720.594831	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754371-40754394:+	8253	7977.674498	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754371-40754395:+	3004	2903.784586	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754371-40754396:+	3	2.899918	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754371-40754397:+	3	2.899918	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754372-40754391:+	3	2.899918	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754372-40754392:+	2	1.933279	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754372-40754393:+	167	161.428770	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754372-40754394:+	2253	2177.838440	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754372-40754395:+	5200	5026.524584	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754372-40754396:+	470	454.320491	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754372-40754397:+	228	220.393770	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754372-40754398:+	1	0.966639	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754372-40754402:+	1	0.966639	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754373-40754395:+	2	1.933279	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754373-40754396:+	1	0.966639	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754411-40754433:+	1	0.966639	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754411-40754434:+	1	0.966639	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754412-40754433:+	1	0.966639	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754412-40754434:+	43	41.565492	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754412-40754435:+	3	2.899918	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754413-40754432:+	6	5.799836	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754413-40754433:+	125	120.829918	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754413-40754434:+	1894	1830.814916	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754413-40754435:+	2066	1997.076883	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754413-40754436:+	7	6.766475	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754414-40754433:+	1	0.966639	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754414-40754434:+	2	1.933279	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754414-40754435:+	35	33.832377	N	mature,MIMAT0000693
hsa-mir-31	hg38:chr9:21512120-21512142:-	4	3.866557	N	mature,MIMAT0004504
hsa-mir-31	hg38:chr9:21512120-21512143:-	15	14.499590	N	mature,MIMAT0004504
hsa-mir-31	hg38:chr9:21512121-21512143:-	1	0.966639	N	mature,MIMAT0004504
hsa-mir-31	hg38:chr9:21512122-21512143:-	1	0.966639	N	mature,MIMAT0004504
hsa-mir-31	hg38:chr9:21512156-21512179:-	1	0.966639	N	mature,MIMAT0000089
hsa-mir-31	hg38:chr9:21512157-21512179:-	6	5.799836	N	mature,MIMAT0000089
hsa-mir-31	hg38:chr9:21512158-21512179:-	1	0.966639	N	mature,MIMAT0000089
hsa-mir-3117	hg38:chr1:66628485-66628507:+	1	0.966639	N	mature,MIMAT0014979
hsa-mir-3117	hg38:chr1:66628486-66628508:+	1	0.966639	N	mature,MIMAT0014979
hsa-mir-3127	hg38:chr2:96798288-96798309:+	1	0.966639	N	mature,MIMAT0014990
hsa-mir-3127	hg38:chr2:96798288-96798310:+	3	2.899918	N	mature,MIMAT0014990
hsa-mir-3127	hg38:chr2:96798288-96798311:+	6	5.799836	N	mature,MIMAT0014990
hsa-mir-3129	hg38:chr2:189133044-189133065:-	1	0.966639	N	mature,MIMAT0019202
hsa-mir-3130-2	hg38:chr2:206783245-206783266:+	1	0.966639	N	mature,MIMAT0014995
hsa-mir-3130-2	hg38:chr2:206783246-206783267:+	1	0.966639	N	mature,MIMAT0014995
hsa-mir-3133	hg38:chr2:241477915-241477938:+	1	0.966639	N	mature,MIMAT0014998
hsa-mir-3140	hg38:chr4:152489337-152489358:-	1	0.966639	N	mature,MIMAT0015008
hsa-mir-3140	hg38:chr4:152489338-152489360:-	1	0.966639	N	mature,MIMAT0015008
hsa-mir-3156-2	hg38:chr18:14830174-14830194:+	1	0.966639	N	mature,MIMAT0015030
hsa-mir-3161	hg38:chr11:48096791-48096813:+	5	4.833197	N	mature,MIMAT0015035
hsa-mir-3161	hg38:chr11:48096791-48096814:+	1	0.966639	N	mature,MIMAT0015035
hsa-mir-3161	hg38:chr11:48096830-48096852:+	1	0.966639	N	unannotated
hsa-mir-3170	hg38:chr13:98208533-98208555:+	16	15.466229	N	mature,MIMAT0015045
hsa-mir-3173	hg38:chr14:95137961-95137983:-	1	0.966639	N	mature,MIMAT0019214
hsa-mir-3174	hg38:chr15:90006764-90006785:+	2	1.933279	N	mature,MIMAT0015051
hsa-mir-3188	hg38:chr19:18282129-18282150:+	1	0.966639	N	mature,MIMAT0015070
hsa-mir-3190	hg38:chr19:47226993-47227016:+	1	0.966639	N	mature,MIMAT0022839
hsa-mir-3191	hg38:chr19:47226941-47226964:-	1	0.966639	N	mature,MIMAT0015075
hsa-mir-3191	hg38:chr19:47226942-47226964:-	1	0.966639	N	mature,MIMAT0015075
hsa-mir-3194	hg38:chr20:51452947-51452969:-	1	0.966639	N	mature,MIMAT0015078
hsa-mir-3199-1	hg38:chr22:27920540-27920562:-	1	0.966639	N	unannotated
hsa-mir-32	hg38:chr9:109046232-109046253:-	3	2.899918	N	mature,MIMAT0004505
hsa-mir-32	hg38:chr9:109046271-109046292:-	1	0.966639	N	mature,MIMAT0000090
hsa-mir-32	hg38:chr9:109046271-109046294:-	2	1.933279	N	mature,MIMAT0000090
hsa-mir-32	hg38:chr9:109046272-109046292:-	1	0.966639	N	mature,MIMAT0000090
hsa-mir-32	hg38:chr9:109046272-109046294:-	4	3.866557	N	mature,MIMAT0000090
hsa-mir-32	hg38:chr9:109046273-109046294:-	19	18.366148	N	mature,MIMAT0000090
hsa-mir-32	hg38:chr9:109046274-109046294:-	5	4.833197	N	mature,MIMAT0000090
hsa-mir-3200	hg38:chr22:30731610-30731631:+	4	3.866557	N	mature,MIMAT0015085
hsa-mir-3200	hg38:chr22:30731610-30731632:+	14	13.532951	N	mature,MIMAT0015085
hsa-mir-3200	hg38:chr22:30731610-30731633:+	47	45.432049	N	mature,MIMAT0015085
hsa-mir-3200	hg38:chr22:30731610-30731634:+	1	0.966639	N	mature,MIMAT0015085
hsa-mir-3200	hg38:chr22:30731611-30731633:+	3	2.899918	N	mature,MIMAT0015085
hsa-mir-320a	hg38:chr8:22244972-22244993:-	1	0.966639	N	mature,MIMAT0000510
hsa-mir-320a	hg38:chr8:22244972-22244995:-	1	0.966639	N	mature,MIMAT0000510
hsa-mir-320a	hg38:chr8:22244972-22244996:-	1	0.966639	N	mature,MIMAT0000510
